row_label_raw,row_label_full,Năm 2021,"Bắc Giang,Lạng Sơn VND",Huế VND,Đà Nẵng VND,"Phú Yên,Khánh Hòa VND",Tiền Giang VND,Tổng cộng VND,"numeric__Bắc Giang,Lạng Sơn VND",numeric__Huế VND,numeric__Đà Nẵng VND,"numeric__Phú Yên,Khánh Hòa VND",numeric__Tiền Giang VND,numeric__Tổng cộng VND
Doanh thu thuân về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuân về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuân về bán hàng và cung cấp dịch vụ ra bên ngoài,309.685.779.091,194.786.485.008,337.398.799.687,548.187.918.179,471.281.196.666,1.861.340.178.631,309685779091.0,194786485008.0,337398799687.0,548187918179.0,471281196666.0,1861340178631.0
Tài sản bộ phận Tống chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tài sản bộ phận Tống chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tài sản bộ phận Tống chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,12.132.033.222.583,1.556.968.566.280,6.870.955.830.531,13.391.539.385.579,11.992.238.417,33.963.489.243.390,12132033222583.0,1556968566280.0,6870955830531.0,13391539385579.0,11992238417.0,33963489243390.0
,,,,,,,,(238.841.815.462),,,,,,-238841815462.0
Năm 2022,Năm 2022,Năm 2022,"Bắc Giang,Lạng Sơn VND",Huế VND,Đà Nẵng VND,"Phú Yên,Khánh Hòa VND",Tiền Giang VND,Tổng cộng VND,,,,,,
Doanh thu thuân về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm 2022 > Doanh thu thuân về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuân về bán hàng và cung cấp dịch vụ ra bên ngoài,286.349.845.288,213.878.178.970,354.888.957.777,1.132.256.189.732,107.209.579.657,2.094.582.751.424,286349845288.0,213878178970.0,354888957777.0,1132256189732.0,107209579657.0,2094582751424.0
Tài sản bộ phận Tống chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Năm 2022 > Tài sản bộ phận Tống chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tài sản bộ phận Tống chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,12.763.032.800.755,1.412.542.097.878,7.448.716.812.690,14.028.940.773.184,,35.653.232.484.507,12763032800755.0,1412542097878.0,7448716812690.0,14028940773184.0,,35653232484507.0
,,,,,,,,(196.901.788.609),,,,,,-196901788609.0
