row_label_raw,row_label_full,col_0,col_1,col_2,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__col_2,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,,,2022VND,2021VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Nội dung nghiệp vụ,,,,,,
Công ty Cổ phần Xây dựng Đẻo Cả,Bên liên quan > Công ty Cổ phần Xây dựng Đẻo Cả,Công ty Cổ phần Xây dựng Đẻo Cả,"Công ty có liên quan của PCT HĐQT Nguyễn Hữu Hùng, Thành viên Ban kiểm soát Cam Thị Minh Hải","Bán hàng hóa, dịch vụDoanh thu hoạt động xây lắpDoanh thu cho thuê thiết bị, phương tiệnMua hàng hóa, dịch vụChỉ phí vật tư, nhân côngThuê thiết bị, phương tiện",88.177.621.33287.608.092.712569.528.62061.051.931.88558.149.428.4732.902.503.412,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,,,8.817762133287608e+62,
Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,Bên liên quan > Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,Công ty liên kết,Giao dịch khácGóp vốn,-,10.000.000.000,,,,10000000000.0
Công ty Cổ phần Đầu tư Vinalog,Bên liên quan > Công ty Cổ phần Đầu tư Vinalog,Công ty Cổ phần Đầu tư Vinalog,"Công ty có liên quan của TGD, Thành viên HĐQT Nguyễn Quang Huy",Giao dịch khácChuyển nhượng tài sản,-,28.181.818.182,,,,28181818182.0
Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Bên liên quan > Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Công ty có liên quan của ông Nguyễn Minh Giang đến ngày 30/9/2021,Chi phí tài chínhChi phí lãi vay,-,5.504.876.712,,,,5504876712.0
Công ty TNHH Đẻo Cả Capital,Bên liên quan > Công ty TNHH Đẻo Cả Capital,Công ty TNHH Đẻo Cả Capital,Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng,Giao dịch khácThu tiền công nợ mua cổ phần,12.325.400.00012.325.400.000,-,,,1.2325400000123254e+21,
