row_label_raw,row_label_full,Mã số,NGUỒN VỐN (tiếp theo),Thuyết minh,Tại ngày > 31.12.2022 VND,Tại ngày > 01.01.2022 VND,numeric__NGUỒN VỐN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày > 31.12.2022 VND,numeric__Tại ngày > 01.01.2022 VND
400,400,400,VỐN CHỦ SỞ HỮU,V.22,8.375.513.279.374,7.676.137.290.504,,,8375513279374.0,7676137290504.0
410,410,410,Vốn chủ sở hữu,,5.102.704.966.572,4.403.328.977.702,,,5102704966572.0,4403328977702.0
411,411,411,Vốn góp của chủ sở hữu,,3.078.044.500.000,2.673.840.900.000,,,3078044500000.0,2673840900000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.078.044.500.000,2.673.840.900.000,,,3078044500000.0,2673840900000.0
412,412,412,Thặng dư vốn cổ phần,,(537.900.000),(208.000.000),,,-537900000.0,-208000000.0
418,418,418,Quỹ đầu tư phát triển,,7.148.483.380,4.851.321.687,,,7148483380.0,4851321687.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",,820.521.267.159,556.552.113.920,,,820521267159.0,556552113920.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,558.377.930.998,287.678.877.300,,,558377930998.0,287678877300.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,262.143.336.161,268.873.236.620,,,262143336161.0,268873236620.0
429,429,429,Lợi ích cổ đông không kiểm soát,,1.197.528.616.033,1.168.292.642.095,,,1197528616033.0,1168292642095.0
430,430,430,Nguồn kinh phí và quỹ khác,,3.272.808.312.802,3.272.808.312.802,,,3272808312802.0,3272808312802.0
432,432,432,Nguồn kinh phí đã hình thành TSCĐ,,3.272.808.312.802,3.272.808.312.802,,,3272808312802.0,3272808312802.0
440,440,440,TỔNG NGUỒN VỐN,,35.653.232.484.507,33.963.489.243.390,,,35653232484507.0,33963489243390.0
