row_label_raw,row_label_full,col_0,col_1,col_2,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__col_2,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,,,2022VND,2021VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,,,,,,
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Chi phí tài chính,10.125.677.282,5.540.931.508,,,10125677282.0,5540931508.0
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Chi phí lãi vay,10.125.677.282,5.540.931.508,,,10125677282.0,5540931508.0
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Giao dịch khác,428.119.850.000,125.400.000.000,,,428119850000.0,125400000000.0
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Nhận tiền vay,,125.400.000.000,,,,125400000000.0
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Trả tiền vay,69.288.600.000,-,,,69288600000.0,
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Góp vốn,358.831.250.000,-,,,358831250000.0,
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,"Bán hàng hóa, dịch vụ",95.454.546,27.125.936.684,,,95454546.0,27125936684.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Doanh thu cho thuê xe,95.454.546,381.818.184,,,95454546.0,381818184.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Cung cấp dịch vụ,-,26.744.118.500,,,,26744118500.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,"Mua hàng hóa, dịch vụ",-,10.186.742.448,,,,10186742448.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Thuê xe ô tô,-,,,,,
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,"Thuê văn phòng, nhà",-,10.186.742.448,,,,10186742448.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Chi phí tài chính,-,19.397.260,,,,19397260.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Chi phí lãi vay,-,19.397.260,,,,19397260.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Giao dịch khác,-,2.160.027.397,,,,2160027397.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Trả tiền vay,-,2.000.000.000,,,,2000000000.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Thanh toán tiền lãi vay,-,160.027.397,,,,160027397.0
Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần Tư vấn Xây dựng A2Z > Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần An ninh Đèo Cả,Công ty có liên quan của Trường Ban kiểm soát Nguyễn Minh Giang,"Mua hàng hóa, dịch vụ",27.149.203.000,26.288.583.743,,,27149203000.0,26288583743.0
Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần Tư vấn Xây dựng A2Z > Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần An ninh Đèo Cả,Công ty có liên quan của Trường Ban kiểm soát Nguyễn Minh Giang,Chi phí dịch vụ bảo vệ,27.149.203.000,26.288.583.743,,,27149203000.0,26288583743.0
