row_label_raw,row_label_full,Thuế giá trị gia tăng,01.01.2022VND > 4.963.439.908,Số phải nộp trong nămVND > 51.133.856.452,Số đã thực nộp trong nămVND > 50.353.920.237,31.12.2022VND > 5.743.376.123,numeric__01.01.2022VND > 4.963.439.908,numeric__Số phải nộp trong nămVND > 51.133.856.452,numeric__Số đã thực nộp trong nămVND > 50.353.920.237,numeric__31.12.2022VND > 5.743.376.123
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,37.227.634.839,58.772.545.135,36.138.362.996,59.861.816.978,37227634839.0,58772545135.0,36138362996.0,59861816978.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,442.190.114,1.425.545.267,1.558.461.613,309.273.768,442190114.0,1425545267.0,1558461613.0,309273768.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,1.961.238.794,1.961.238.794,-,,1961238794.0,1961238794.0,
Các khoản thuê khác,Các khoản thuê khác,Các khoản thuê khác,1.031.073.509,1.354.504.528,2.385.578.037,-,1031073509.0,1354504528.0,2385578037.0,
Cộng,Cộng,Cộng,43.664.338.370,114.647.690.176,92.397.561.677,65.914.466.869,43664338370.0,114647690176.0,92397561677.0,65914466869.0
