row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 31.12.2022 VND,Tại ngày > 01.01.2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2022 VND,numeric__Tại ngày > 01.01.2022 VND
100,100,100,TÀI SẢN NGĂN HẠN,,1.183.826.382.647,1.389.055.404.965,,,1183826382647.0,1389055404965.0
110,110,110,Tiền và các khoản tương đương tiền,V.1,382.261.109.037,262.383.481.328,,,382261109037.0,262383481328.0
111,111,111,Tiền,,167.118.290.604,204.774.707.674,,,167118290604.0,204774707674.0
112,112,112,Các khoản tương đương tiền,,215.142.818.433,57.608.773.654,,,215142818433.0,57608773654.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,72.830.731.676,70.208.972.303,,,72830731676.0,70208972303.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,V.2a,72.830.731.676,70.208.972.303,,,72830731676.0,70208972303.0
130,130,130,Các khoản phải thu ngắn hạn,,456.607.687.667,645.893.190.770,,,456607687667.0,645893190770.0
131,131,131,Phải thu ngắn hạn của khách hàng,V.3,204.928.657.469,404.339.772.954,,,204928657469.0,404339772954.0
132,132,132,Trả trước cho người bán ngắn hạn,V.4a,59.725.675.369,37.429.539.433,,,59725675369.0,37429539433.0
135,135,135,Phải thu về cho vay ngắn hạn,V.5,1.000.000.000,1.000.000.000,,,1000000000.0,1000000000.0
136,136,136,Phải thu ngắn hạn khác,V.6a,204.163.901.560,216.334.425.114,,,204163901560.0,216334425114.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,V.7,(13.210.546.731),(13.210.546.731),,,-13210546731.0,-13210546731.0
140,140,140,Hàng tồn kho,,160.745.755.816,38.283.709.106,,,160745755816.0,38283709106.0
141,141,141,Hàng tồn kho,V.8,160.745.755.816,38.283.709.106,,,160745755816.0,38283709106.0
150,150,150,Tài sản ngắn hạn khác,,111.381.098.451,372.286.051.458,,,111381098451.0,372286051458.0
151,151,151,Chi phí trả trước ngắn hạn,V.9a,25.508.020.223,221.286.052.685,,,25508020223.0,221286052685.0
152,152,152,Thuế GTGT được khấu trừ,,85.754.167.155,148.478.994.259,,,85754167155.0,148478994259.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,V.16,118.911.073,2.521.004.514,,,118911073.0,2521004514.0
