row_label_raw,row_label_full,31.12.2022,Dự án BOT VND,Hoạt động xây lắp VND,"Duy tu bảo dưỡng cầu, đường VND",Dịch vụ trung chuyển VND,Hoạt động khác VND,Tổng cộng VND,numeric__Dự án BOT VND,numeric__Hoạt động xây lắp VND,"numeric__Duy tu bảo dưỡng cầu, đường VND",numeric__Dịch vụ trung chuyển VND,numeric__Hoạt động khác VND,numeric__Tổng cộng VND
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,33.657.835.517.377,349.768.004.297,333.005.847.353,12.885.790.212,399.279.658.288,34.752.774.817.527,33657835517377.0,349768004297.0,333005847353.0,12885790212.0,399279658288.0,34752774817527.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,,900.457.666.980,,,,,,900457666980.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,33.657.835.517.377,349.768.004.297,333.005.847.353,12.885.790.212,399.279.658.288,35.653.232.484.507,33657835517377.0,349768004297.0,333005847353.0,12885790212.0,399279658288.0,35653232484507.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,26.299.773.240.658,290.331.367.197,37.041.810.480,-,12.609.096.832,26.639.755.515.167,26299773240658.0,290331367197.0,37041810480.0,,12609096832.0,26639755515167.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,,637.963.689.966,,,,,,637963689966.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,26.299.773.240.658,290.331.367.197,37.041.810.480,,12.609.096.832,27.277.719.205.133,26299773240658.0,290331367197.0,37041810480.0,,12609096832.0,27277719205133.0
