row_label_raw,row_label_full,col_0,31.12.2022VND,01.01.2022VND,numeric__31.12.2022VND,numeric__01.01.2022VND
Bên liên quan,Bên liên quan,Bên liên quan,-,10.442.505.000,,10442505000.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,-,86.491.000,,86491000.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,-,10.356.014.000,,10356014000.0
Bên thứ ba,Bên thứ ba,Bên thứ ba,200.877.103.117,222.472.820.487,200877103117.0,222472820487.0
Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,94.082.320.759,94.082.320.759,94082320759.0,94082320759.0
Ban Quản lý Dự án 85,Ban Quản lý Dự án 85,Ban Quản lý Dự án 85,21.807.969.484,21.807.969.484,21807969484.0,21807969484.0
Tổng Công ty Xây dựng Lũng Lô,Tổng Công ty Xây dựng Lũng Lô,Tổng Công ty Xây dựng Lũng Lô,-,14.067.301.993,,14067301993.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,10.356.014.000,-,10356014000.0,
Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,9.381.606.667,9.381.606.667,9381606667.0,9381606667.0
Ban QLDA ĐTXD Tĩnh Lạng Sơn,Ban QLDA ĐTXD Tĩnh Lạng Sơn,Ban QLDA ĐTXD Tĩnh Lạng Sơn,8.575.350.000,8.575.350.000,8575350000.0,8575350000.0
Tổng Công ty Xây dựng Công trình Giao thông 8 -CTCP,Tổng Công ty Xây dựng Công trình Giao thông 8 -CTCP,Tổng Công ty Xây dựng Công trình Giao thông 8 -CTCP,7.176.702.514,7.176.702.514,7176702514.0,7176702514.0
Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải,1.195.842.793,1.195.842.793,1195842793.0,1195842793.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,131.681.000,-,131681000.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,48.169.615.900,66.185.726.277,48169615900.0,66185726277.0
Cộng,Cộng,Cộng,200.877.103.117,232.915.325.487,200877103117.0,232915325487.0
