row_label_raw,row_label_full,col_0,31.12.2022 > Giá trị VND,31.12.2022 > Dự phòng VND,01.01.2022 > Giá trị VND,01.01.2022 > Dự phòng VND,numeric__31.12.2022 > Giá trị VND,numeric__31.12.2022 > Dự phòng VND,numeric__01.01.2022 > Giá trị VND,numeric__01.01.2022 > Dự phòng VND
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",2.166.503.000,-,2.166.503.000,-,2166503000.0,,2166503000.0,
Phải thu khác,Phải thu khác,Phải thu khác,48.675.671.659,-,38.375.950.044,-,48675671659.0,,38375950044.0,
"Phải thu tiền sửa chữa, bảo hành dự án","Phải thu tiền sửa chữa, bảo hành dự án","Phải thu tiền sửa chữa, bảo hành dự án",25.096.534.444,-,14.238.250.544,-,25096534444.0,,14238250544.0,
Trung tâm phát triển quỹ đất và Cụm công nghiệp huyện Lạng Giang,Trung tâm phát triển quỹ đất và Cụm công nghiệp huyện Lạng Giang,Trung tâm phát triển quỹ đất và Cụm công nghiệp huyện Lạng Giang,12.301.719.456,-,12.301.719.456,-,12301719456.0,,12301719456.0,
Trung tâm phát triển quỹ đất huyện Hữu Lũng,Trung tâm phát triển quỹ đất huyện Hữu Lũng,Trung tâm phát triển quỹ đất huyện Hữu Lũng,5.033.084.500,-,5.033.084.500,-,5033084500.0,,5033084500.0,
Trung tâm phát triển quỹ đất huyện Chi Lăng,Trung tâm phát triển quỹ đất huyện Chi Lăng,Trung tâm phát triển quỹ đất huyện Chi Lăng,4.860.513.038,-,4.860.513.038,-,4860513038.0,,4860513038.0,
Phải thu khác,Phải thu khác,Phải thu khác,1.383.820.221,-,1.942.382.506,-,1383820221.0,,1942382506.0,
Phải thu tạm ứng cổ tức (*),Phải thu tạm ứng cổ tức (*),Phải thu tạm ứng cổ tức (*),85.116.084.898,-,85.116.084.898,-,85116084898.0,,85116084898.0,
Bên liên quan,Bên liên quan,Bên liên quan,50.924.984.504,-,50.924.984.504,-,50924984504.0,,50924984504.0,
Công ty Cổ phần BOT Hưng Phát,Công ty Cổ phần BOT Hưng Phát,Công ty Cổ phần BOT Hưng Phát,50.924.984.504,-,50.924.984.504,-,50924984504.0,,50924984504.0,
Bên thứ ba,Bên thứ ba,Bên thứ ba,34.191.100.394,-,34.191.100.394,-,34191100394.0,,34191100394.0,
Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,33.952.042.939,-,33.952.042.939,-,33952042939.0,,33952042939.0,
Công ty Cổ phần Đầu tư và Xây Dứng Việt Thành,Công ty Cổ phần Đầu tư và Xây Dứng Việt Thành,Công ty Cổ phần Đầu tư và Xây Dứng Việt Thành,239.057.455,-,239.057.455,-,239057455.0,,239057455.0,
Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,221.530.970.000,-,-,-,221530970000.0,,,
Bên liên quan,Bên liên quan,Bên liên quan,221.530.970.000,-,-,-,221530970000.0,,,
Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,221.530.970.000,-,-,-,221530970000.0,,,
Cộng,Cộng,Cộng,357.489.229.557,-,125.658.537.942,-,357489229557.0,,125658537942.0,
