row_label_raw,row_label_full,col_0,col_1,col_2,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__col_2,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,,,2022VND,2021VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,,,,,,
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,"Bán hàng hóa, dịch vụ",83.256.826.074,289.766.875.103,,,83256826074.0,289766875103.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Doanh thu hoạt động xây lắp,82.539.187.184,287.679.228.742,,,82539187184.0,287679228742.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Doanh thu nước uống đóng chai,-,2.900.908,,,,2900908.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Doanh thu khác,717.638.890,2.084.745.453,,,717638890.0,2084745453.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,"Mua hàng hóa, dịch vụ",157.895.098.662,96.982.364.377,,,157895098662.0,96982364377.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí thi công công trình,147.124.326.018,58.650.691.815,,,147124326018.0,58650691815.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí vé máy bay,2.315.541.846,5.800.372.661,,,2315541846.0,5800372661.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,"Chi phí cho thuê thiết bị, phương tiện",5.062.371.298,-,,,5062371298.0,
