row_label_raw,row_label_full,col_0,col_1,col_2,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__col_2,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí cung cấp công nghệ thông tin,1.066.590.000,-,,,1066590000.0,
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí mua vật tư,2.278.903.500,30.352.498.005,,,2278903500.0,30352498005.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí đào tạo thạc sĩ,-,200.000.000,,,,200000000.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí cho thuê văn phòng,-,1.978.801.896,,,,1978801896.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí đồng phục và đào tạo nhân viên,47.366.000,-,,,47366000.0,
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí tài chính,4.195.368.235,6.996.173.417,,,4195368235.0,6996173417.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Chi phí lãi vay,4.195.368.235,6.996.173.417,,,4195368235.0,6996173417.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Giao dịch khác,122.295.000.000,119.600.000.000,,,122295000000.0,119600000000.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Nhận tiền vay,70.300.000.000,119.600.000.000,,,70300000000.0,119600000000.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Trả tiền vay,51.995.000.000,-,,,51995000000.0,
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Hợp đồng hợp tác kinh doanh,221.530.970.000,-,,,221530970000.0,
Công ty Cổ phần Tập Đoàn Đẻo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Hợp đồng hợp tác kinh doanh,221.530.970.000,-,,,221530970000.0,
