row_label_raw,row_label_full,Chi phí thuế TNDN hiện hànhĐiều chỉnh thuế TNDN trích thiếu (thừa)trong những năm trước,Năm nay > 258.426.760.254 > 1.474.993.094,VNDNăm trước > 313.843.353.983 > (214.621.980),numeric__Năm nay > 258.426.760.254 > 1.474.993.094,numeric__VNDNăm trước > 313.843.353.983 > (214.621.980)
Chi phí (thu nhập) thuế TNDN hoãn lại,Chi phí (thu nhập) thuế TNDN hoãn lại,Chi phí (thu nhập) thuế TNDN hoãn lại,66.692.843.972,(5.003.122.787),66692843972.0,-5003122787.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,326.594.597.320,308.625.609.216,326594597320.0,308625609216.0
