row_label_raw,row_label_full,"(39) Công ty Cổ phần Bất động sản Thuận Thiên Phát (""Thuận Thiên Phát"")",Kinh doanh và Đang môi giới BĐS hoạt động,100,100_1,numeric__Kinh doanh và Đang môi giới BĐS hoạt động,numeric__100,numeric__100_1
"(40) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngoc Lễ"")","(40) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngoc Lễ"")","(40) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngoc Lễ"")",Kinh doanh Đang BĐS hoạt động,75,75,,75.0,75.0
"(41) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương (""Hùng Vương"")","(41) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương (""Hùng Vương"")","(41) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương (""Hùng Vương"")",Kinh doanh và Đang môi giới BĐS hoạt động,51,51,,51.0,51.0
"(42) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Kinh Bắc (""Kinh Bắc"")","(42) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Kinh Bắc (""Kinh Bắc"")","(42) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Kinh Bắc (""Kinh Bắc"")",Kinh doanh và Đang môi giới BĐS hoạt động,51,51,,51.0,51.0
"(43) Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")","(43) Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")","(43) Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")",Kinh doanh và Đang môi giới BĐS hoạt động,51,51,,51.0,51.0
"(44) Công ty Cổ phần Bất động sản S-Homes Group (""S-Homes"")","(44) Công ty Cổ phần Bất động sản S-Homes Group (""S-Homes"")","(44) Công ty Cổ phần Bất động sản S-Homes Group (""S-Homes"")",Kinh doanh và Đang môi giới BĐS hoạt động,87,-,,87.0,
"(45) Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")","(45) Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")","(45) Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")",Kinh doanh và Đang môi giới BĐS hoạt động,51,-,,51.0,
"(46) Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")","(46) Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")","(46) Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")",Kinh doanh và Đang môi giới BĐS hoạt động,90,-,,90.0,
"(47) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","(47) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","(47) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")",Kinh doanh và Đang môi giới BĐS hoạt động,"99,80","99,80",,99.8,99.8
"(48) Công ty Cổ phần Bất động sản Redvn (""Redvn"")","(48) Công ty Cổ phần Bất động sản Redvn (""Redvn"")","(48) Công ty Cổ phần Bất động sản Redvn (""Redvn"")",Kinh doanh và Đang môi giới BĐS hoạt động,99,-,,99.0,
"(49) Công ty TNHH Đất Môi Minh Hưng (""Đất Môi Minh Hưng"")","(49) Công ty TNHH Đất Môi Minh Hưng (""Đất Môi Minh Hưng"")","(49) Công ty TNHH Đất Môi Minh Hưng (""Đất Môi Minh Hưng"")",Kinh doanh và Đang môi giới BĐS hoạt động,100,-,,100.0,
"(50) Công ty Cổ phần Mặt Trời Cửu Long (""Mặt Trời Cửu Long"")","(50) Công ty Cổ phần Mặt Trời Cửu Long (""Mặt Trời Cửu Long"")","(50) Công ty Cổ phần Mặt Trời Cửu Long (""Mặt Trời Cửu Long"")",Kinh doanh và Đang môi giới BĐS hoạt động,55,-,,55.0,
"(51) Công ty Cổ phần Dịch vụ Bất động sản Quốc tế (""Đất Xanh Quốc tế"")","(51) Công ty Cổ phần Dịch vụ Bất động sản Quốc tế (""Đất Xanh Quốc tế"")","(51) Công ty Cổ phần Dịch vụ Bất động sản Quốc tế (""Đất Xanh Quốc tế"")",Kinh doanh và Đang hoạt môi giới BĐS động,"64,9",-,,64.9,
