row_label_raw,row_label_full,Số đầu năm > Số phải nộp trong năm > Số đã nộp trong năm,Thuế giá trị gia tăng > 130.566.894.119 > 292.921.726.525 > (307.213.953.587),Thuế TNDN > 418.776.901.497 > 259.901.753.348 > (389.513.027.357),Thuế thu nhập cá nhân > 36.922.416.644 > 117.688.828.968 > (119.881.284.253),Khác > 4.861.187.556 > 23.388.723.996 > (27.315.158.837),VND TỔNG CỘNG > 591.127.399.816 > 693.901.032.837 > (843.923.424.034),numeric__Thuế giá trị gia tăng > 130.566.894.119 > 292.921.726.525 > (307.213.953.587),numeric__Thuế TNDN > 418.776.901.497 > 259.901.753.348 > (389.513.027.357),numeric__Thuế thu nhập cá nhân > 36.922.416.644 > 117.688.828.968 > (119.881.284.253),numeric__Khác > 4.861.187.556 > 23.388.723.996 > (27.315.158.837),numeric__VND TỔNG CỘNG > 591.127.399.816 > 693.901.032.837 > (843.923.424.034)
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,1.489.384.219,1.106.177.672,1.147.272.442,2.268.811,3.745.103.144,1489384219.0,1106177672.0,1147272442.0,2268811.0,3745103144.0
Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,(998.700.565),-,(889.823.433),(23.780.035),(1.912.304.033),-998700565.0,,-889823433.0,-23780035.0,-1912304033.0
Số cuối năm,Số cuối năm,Số cuối năm,116.765.350.711,290.271.805.160,34.987.410.368,913.241.491,442.937.807.730,116765350711.0,290271805160.0,34987410368.0,913241491.0,442937807730.0
