row_label_raw,row_label_full,col_0,Số cuối năm,Số cổ phiếu Số đầu năm,numeric__Số cuối năm,numeric__Số cổ phiếu Số đầu năm
Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,358.051.208,322.471.022,358051208.0,322471022.0
Cổ phiếu đã phát hành và góp vốn đầy đủ Cổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủ Cổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủ Cổ phiếu phổ thông,358.051.208,322.471.022,358051208.0,322471022.0
Cổ phiếu đang lưu hành Cổ phiếu phổ thông,Cổ phiếu đang lưu hành Cổ phiếu phổ thông,Cổ phiếu đang lưu hành Cổ phiếu phổ thông,358.051.208,322.471.022,358051208.0,322471022.0
Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,,
