row_label_raw,row_label_full,(9),"Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51_1,"numeric__Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")",numeric__Kinh doanh và môi giới BĐS,numeric__Đang hoạt động,numeric__51,numeric__51_1
(10),(10),(10),"Công ty Cổ phần Bất động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(11),(11),(11),"Công ty Cổ phần Bất động sản Duyên Hải (""BĐS Duyên Hải"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(12),(12),(12),"Công ty Cổ phần Đô thị Thông Minh Việt Nam (""Đất Xanh Đà Nẵng"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(13),(13),(13),"Công ty Cổ phần Bất động sản Nam Miền Trung (""Đất Xanh Nam Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(14),(14),(14),"Công ty TNHH MTV Smart City (""Smart City"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(15),(15),(15),"Công ty TNHH MTV Smart Property (""Smart Property"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(16),(16),(16),"Công ty Cổ phần Đầu tư và Dịch vụ City Real (""City Real"")",Kinh doanh và môi giới BĐS,Đang hoạt động,60,60,,,,60.0,60.0
(17),(17),(17),"Công ty Cổ phần Đầu tư và Dịch vụ Saigon Real (""Saigon Real"")",Kinh doanh và môi giới BĐS,Đang hoạt động,60,60,,,,60.0,60.0
(18),(18),(18),"Công ty Cổ phần Phát triển Bất động sản Emerald (""BĐS Emerald"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(19),(19),(19),"Công ty TNHH MTV Phát triển Đô thị Quảng Ngãi (""Đất Xanh Quảng Ngãi"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(20),(20),(20),"Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(21),(21),(21),"Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(22),(22),(22),"Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
