row_label_raw,row_label_full,Hà An,Công ty cùngTập đoàn,Ký quỹ môi giới Tạm hoàn ứng cho chủ đầu tư Ký quỹ thuê mặt bằng,1.684.450.000.000,1.141.450.000.000,numeric__Công ty cùngTập đoàn,numeric__Ký quỹ môi giới Tạm hoàn ứng cho chủ đầu tư Ký quỹ thuê mặt bằng,numeric__1.684.450.000.000,numeric__1.141.450.000.000
Hà An,Hà An,Hà An,Công ty cùngTập đoàn,Ký quỹ môi giới Tạm hoàn ứng cho chủ đầu tư Ký quỹ thuê mặt bằng,1.578.882.475.033,586.750.000.000,,,1578882475033.0,586750000000.0
Hà An,Hà An,Hà An,Công ty cùngTập đoàn,Ký quỹ môi giới Tạm hoàn ứng cho chủ đầu tư Ký quỹ thuê mặt bằng,500.000.000,-,,,500000000.0,
Charm & CI,Charm & CI,Charm & CI,Công ty cùng Tập đoàn,Ký quỹ môi giới dự án,182.382.257.533,182.382.257.533,,,182382257533.0,182382257533.0
FBV,FBV,FBV,Công ty cùng Tập đoàn,Góp vốn theo HĐHTKD,27.731.362.520,29.231.362.520,,,27731362520.0,29231362520.0
DXG,DXG,DXG,Công ty mẹ,Ký quỹ Chi hộ,9.633.744.458 2.461.012.482,37.449.744.458 2.461.012.482,,,,
DXI,DXG > DXI,DXI,Công ty cùng Tập đoàn,"Tiền đặt cọc, kí quỹ dự án",3.500.000.000,-,,,3500000000.0,
Vicco Sài Gòn,DXG > Vicco Sài Gòn,Vicco Sài Gòn,Công ty cùng Tập đoàn,Tiền đặt cọc thuê văn phòng,1.052.271.720,855.356.760,,,1052271720.0,855356760.0
DXI,DXG > DXI,DXI,Công ty cùng Tập đoàn,"Tiền đặt cọc, kí quỹ dự án",3.500.000.000,-,,,3500000000.0,
,,,,,3.490.593.123.746,1.980.579.733.753,,,3490593123746.0,1980579733753.0
