row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu về bán hàng và cung cấp dịch vụ,27.1,4.370.953.925.441,3.256.082.866.956,,271.0,4370953925441.0,3256082866956.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,(42.147.770.528),(6.870.425.242),,271.0,-42147770528.0,-6870425242.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,4.328.806.154.913,3.249.212.441.714,,271.0,4328806154913.0,3249212441714.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,28,(1.667.462.508.756),(912.937.070.795),,28.0,-1667462508756.0,-912937070795.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.661.343.646.157,2.336.275.370.919,,,2661343646157.0,2336275370919.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,49.521.699.846,34.325.077.964,,272.0,49521699846.0,34325077964.0
22,22,22,7. Chi phí tài chính,29,(79.373.792.219),(46.411.605.105),,29.0,-79373792219.0,-46411605105.0
23,23,23,Trong đó: Chi phí lãi vay,,(77.053.586.524),(45.138.141.049),,,-77053586524.0,-45138141049.0
25,25,25,8. Chi phí bán hàng,30,(689.419.343.886),(485.329.088.001),,30.0,-689419343886.0,-485329088001.0
26,26,26,9. Chi phí quản lý doanh nghiệp,30,(706.172.615.429),(436.563.121.900),,30.0,-706172615429.0,-436563121900.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,1.235.899.594.469,1.402.296.633.877,,,1235899594469.0,1402296633877.0
31,31,31,11. Thu nhập khác,31,33.931.152.852,95.445.019.089,,31.0,33931152852.0,95445019089.0
32,32,32,12. Chi phí khác,31,(69.773.740.002),(53.577.558.022),,31.0,-69773740002.0,-53577558022.0
40,40,40,13. (Lỗ) lợi nhuận khác,31,(35.842.587.150),41.867.461.067,,31.0,-35842587150.0,41867461067.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,1.200.057.007.319,1.444.164.094.944,,,1200057007319.0,1444164094944.0
51,51,51,15. Chi phí thuế TNDN hiện hành,32.1,(259.901.753.348),(313.628.732.003),,321.0,-259901753348.0,-313628732003.0
52,52,52,16. (Chi phí) thu nhập thuế TNDN hoãn lại,32.3,(66.692.843.972),5.003.122.787,,323.0,-66692843972.0,5003122787.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,873.462.409.999,1.135.538.485.728,,,873462409999.0,1135538485728.0
61,61,61,18. Lợi nhuận sau thuế của cổ đông công ty mẹ,,538.795.531.509,873.250.678.942,,,538795531509.0,873250678942.0
62,62,62,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,,334.666.878.490,262.287.806.786,,,334666878490.0,262287806786.0
70,70,70,20. Lãi cơ bản trên cổ phiếu,26.4,,2.644,,264.0,,2644.0
71,71,71,21. Lãi suy giảm trên cổ phiếu,26.4,,2.644,,264.0,,2644.0
