row_label_raw,row_label_full,Số đầu năm > Cộng: Dự phòng trích lập trong năm,Năm nay > 95.987.283.507 > 259.040.729.328,VNDNăm trước > 16.494.985.673 > 81.585.260.110,numeric__Năm nay > 95.987.283.507 > 259.040.729.328,numeric__VNDNăm trước > 16.494.985.673 > 81.585.260.110
Cộng: Tăng do mua lại công ty con,Cộng: Tăng do mua lại công ty con,Cộng: Tăng do mua lại công ty con,146.208.583,682.370.350,146208583.0,682370350.0
Trừ: Thanh lý công ty con,Trừ: Thanh lý công ty con,Trừ: Thanh lý công ty con,(1.233.539.510),-,-1233539510.0,
Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(1.010.163.003),(2.775.332.626),-1010163003.0,-2775332626.0
Số cuối năm,Số cuối năm,Số cuối năm,352.930.518.905,95.987.283.507,352930518905.0,95987283507.0
