row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,155.752.866.025,131.151.288.214,155752866025.0,131151288214.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,130.774.206.502,114.379.995.566,130774206502.0,114379995566.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",5.240.792.014,7.348.807.621,5240792014.0,7348807621.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,2.416.872.646,2.036.957.849,2416872646.0,2036957849.0
Khác,Khác,Khác,17.320.994.863,7.385.527.178,17320994863.0,7385527178.0
Dài hạn,Dài hạn,Dài hạn,48.412.927.987,42.358.192.143,48412927987.0,42358192143.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",18.150.034.706,24.727.716.302,18150034706.0,24727716302.0
Chi phí sửa chữa văn phòng,Chi phí sửa chữa văn phòng,Chi phí sửa chữa văn phòng,11.313.412.636,10.529.154.686,11313412636.0,10529154686.0
"Chi phí hoa hồng môi giới, nhà mẫu","Chi phí hoa hồng môi giới, nhà mẫu","Chi phí hoa hồng môi giới, nhà mẫu",4.623.406.783,3.823.367.546,4623406783.0,3823367546.0
Khác,Khác,Khác,14.326.073.862,3.277.953.609,14326073862.0,3277953609.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,204.165.794.012,173.509.480.357,204165794012.0,173509480357.0
