row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2018VND,1/1/2018VND,,
Công ty mẹ,Công ty mẹ,Công ty mẹ,,,,
Tổng công ty Phát điện 2 – Công ty TNHH Một Thành viên,Công ty mẹ > Tổng công ty Phát điện 2 – Công ty TNHH Một Thành viên,Tổng công ty Phát điện 2 – Công ty TNHH Một Thành viên,28.317.940,-,28317940.0,
Bên liên quan – thuộc Tập đoàn Điện lực Việt Nam,Bên liên quan – thuộc Tập đoàn Điện lực Việt Nam,Bên liên quan – thuộc Tập đoàn Điện lực Việt Nam,,,,
Ban Quản lý Dự án Nhiệt điện 1,Bên liên quan – thuộc Tập đoàn Điện lực Việt Nam > Ban Quản lý Dự án Nhiệt điện 1,Ban Quản lý Dự án Nhiệt điện 1,1.038.733.359,1.036.005.954,1038733359.0,1036005954.0
Công ty TNHH MTV Thí nghiệm điện Miền Bắc,Bên liên quan – thuộc Tập đoàn Điện lực Việt Nam > Công ty TNHH MTV Thí nghiệm điện Miền Bắc,Công ty TNHH MTV Thí nghiệm điện Miền Bắc,410.795.658,691.840.611,410795658.0,691840611.0
Công ty Cổ phần Thủy điện A Vương,Bên liên quan – thuộc Tập đoàn Điện lực Việt Nam > Công ty Cổ phần Thủy điện A Vương,Công ty Cổ phần Thủy điện A Vương,-,470.614.975,,470614975.0
Các bên khác,Các bên khác,Các bên khác,,,,
Tập đoàn Công nghiệp Than Khoáng sản Việt Nam,Các bên khác > Tập đoàn Công nghiệp Than Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than Khoáng sản Việt Nam,161.306.297.769,212.094.420.651,161306297769.0,212094420651.0
Tổng Công ty Đông Bắc,Các bên khác > Tổng Công ty Đông Bắc,Tổng Công ty Đông Bắc,65.596.372.219,116.562.754.672,65596372219.0,116562754672.0
Công ty Cổ phần Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,Các bên khác > Công ty Cổ phần Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,Công ty Cổ phần Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,28.440.164.737,36.511.438.406,28440164737.0,36511438406.0
Nhà thầu Marubeni,Các bên khác > Nhà thầu Marubeni,Nhà thầu Marubeni,13.780.432.165,15.040.375.155,13780432165.0,15040375155.0
Công ty CP Vật tư & Thiết bị Công nghiệp,Các bên khác > Công ty CP Vật tư & Thiết bị Công nghiệp,Công ty CP Vật tư & Thiết bị Công nghiệp,11.194.545.129,8.345.172.338,11194545129.0,8345172338.0
Viện nghiên cứu Cơ khí,Các bên khác > Viện nghiên cứu Cơ khí,Viện nghiên cứu Cơ khí,4.611.801.469,9.756.175.420,4611801469.0,9756175420.0
Công ty Cổ phần Việt Long,Các bên khác > Công ty Cổ phần Việt Long,Công ty Cổ phần Việt Long,2.755.232.577,3.833.712.242,2755232577.0,3833712242.0
Các nhà cung cấp khác,Các bên khác > Các nhà cung cấp khác,Các nhà cung cấp khác,64.140.287.348,48.327.679.512,64140287348.0,48327679512.0
,,,353.302.980.370,452.670.189.936,353302980370.0,452670189936.0
