row_label_raw,row_label_full,col_0,Phần mềm máy vi tính VND,Tài sân vô hình khác VND,Tổng VND,numeric__Phần mềm máy vi tính VND,numeric__Tài sân vô hình khác VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm và cuối năm,Nguyên giá > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,1.129.676.847,1.538.106.877,2.667.783.724,1129676847.0,1538106877.0,2667783724.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,928.183.655,252.676.566,1.180.860.221,928183655.0,252676566.0,1180860221.0
Khẩu hao trong năm,Giá trị hao mòn lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,83.376.492,191.465.652,274.842.144,83376492.0,191465652.0,274842144.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,1.011.560.147,444.142.218,1.455.702.365,1011560147.0,444142218.0,1455702365.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,201.493.192,1.285.430.311,1.486.923.503,201493192.0,1285430311.0,1486923503.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,118.116.700,1.093.964.659,1.212.081.359,118116700.0,1093964659.0,1212081359.0
