row_label_raw,row_label_full,col_0,Chi phí chuẩn bị sản xuất VND,Công cụ và dụng cụ VND,"Chi phí đền bù, giải phóng mặt bằng VND",Tổng VND,numeric__Chi phí chuẩn bị sản xuất VND,numeric__Công cụ và dụng cụ VND,"numeric__Chi phí đền bù, giải phóng mặt bằng VND",numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,102.254.205.175,1.935.034.525,157.636.666.523,261.825.906.223,102254205175.0,1935034525.0,157636666523.0,261825906223.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(59.901.169.811),(628.456.014),(8.125.427.184),(68.655.053.009),-59901169811.0,-628456014.0,-8125427184.0,-68655053009.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,42.353.035.364,1.306.578.511,149.511.239.339,193.170.853.214,42353035364.0,1306578511.0,149511239339.0,193170853214.0
