row_label_raw,row_label_full,col_0,Tổng VND,numeric__Tổng VND
Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2018,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2018,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2018,7.200.309.862.705,7200309862705.0
Biến động trong năm:,Biến động trong năm:,Biến động trong năm:,,
Tăng:,Tăng:,Tăng:,,
Chênh lệch tỷ giá,Tăng: > Chênh lệch tỷ giá,Chênh lệch tỷ giá,123.574.777.191,123574777191.0
Giảm:,Giảm:,Giảm:,,
Chuyển sang vay dài hạn đến hạn trả,Giảm: > Chuyển sang vay dài hạn đến hạn trả,Chuyển sang vay dài hạn đến hạn trả,(1.829.797.576.776),-1829797576776.0
Thanh toán gốc vay trước hạn,Giảm: > Thanh toán gốc vay trước hạn,Thanh toán gốc vay trước hạn,(103.494.289.675),-103494289675.0
Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2018,Giảm: > Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2018,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2018,5.390.592.773.445,5390592773445.0
