row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Lỗ chênh lệch tỷ giá đầu nămTrong đó:,Lỗ chênh lệch tỷ giá đầu nămTrong đó:,Lỗ chênh lệch tỷ giá đầu nămTrong đó:,299.059.868.312,714.262.488.340,299059868312.0,714262488340.0
Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơbản của Nhà máy Nhiệt điện Hải Phòng 2,Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơbản của Nhà máy Nhiệt điện Hải Phòng 2,Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơbản của Nhà máy Nhiệt điện Hải Phòng 2,44.423.062.531,355.090.113.729,44423062531.0,355090113729.0
Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,254.636.805.781,359.172.374.611,254636805781.0,359172374611.0
Lỗ chênh lệch tỷ giá phát sinh trong năm,Lỗ chênh lệch tỷ giá phát sinh trong năm,Lỗ chênh lệch tỷ giá phát sinh trong năm,-,-,,
Lỗ chênh lệch tỷ giá phân bổ vào kết quả hoạt động kinh doanhtrong năm (Thuyết minh 28)Trong đó:,Lỗ chênh lệch tỷ giá phát sinh trong năm > Lỗ chênh lệch tỷ giá phân bổ vào kết quả hoạt động kinh doanhtrong năm (Thuyết minh 28)Trong đó:,Lỗ chênh lệch tỷ giá phân bổ vào kết quả hoạt động kinh doanhtrong năm (Thuyết minh 28)Trong đó:,(299.059.868.312),(415.202.620.028),-299059868312.0,-415202620028.0
Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơ bảncủa Nhà máy Nhiệt điện Hải Phòng 2,Lỗ chênh lệch tỷ giá phát sinh trong năm > Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơ bảncủa Nhà máy Nhiệt điện Hải Phòng 2,Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơ bảncủa Nhà máy Nhiệt điện Hải Phòng 2,(44.423.062.531),(310.667.051.198),-44423062531.0,-310667051198.0
Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,Lỗ chênh lệch tỷ giá phát sinh trong năm > Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,(254.636.805.781),(104.535.568.830),-254636805781.0,-104535568830.0
Lỗ chênh lệch tỷ giá tại cuối năm,Lỗ chênh lệch tỷ giá phát sinh trong năm > Lỗ chênh lệch tỷ giá tại cuối năm,Lỗ chênh lệch tỷ giá tại cuối năm,-,299.059.868.312,,299059868312.0
Trong đó:Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơ bảncủa Nhà máy Nhiệt điện Hải Phòng 2,Lỗ chênh lệch tỷ giá phát sinh trong năm > Trong đó:Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơ bảncủa Nhà máy Nhiệt điện Hải Phòng 2,Trong đó:Lỗ chênh lệch tỷ giá phát sinh trong giai đoạn xây dựng cơ bảncủa Nhà máy Nhiệt điện Hải Phòng 2,-,44.423.062.531,,44423062531.0
Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,Lỗ chênh lệch tỷ giá phát sinh trong năm > Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục có gốcngoại tệ tại thời điểm cuối năm 2015,-,254.636.805.781,,254636805781.0
