row_label_raw,row_label_full,Thuế giá trị gia tăng doanh thu bán điện (*),31/12/2018VND > 91.578.372.353,1/1/2018VND > -,numeric__31/12/2018VND > 91.578.372.353,numeric__1/1/2018VND > -
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,1.868.781.968,337.926.521,1868781968.0,337926521.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,305.449.022,8.670.819.877,305449022.0,8670819877.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,178.852.574,335.591.350,178852574.0,335591350.0
"Phải trả Tập đoàn điện lực Việt Nam, công ty mẹ cấp cao nhất","Phải trả Tập đoàn điện lực Việt Nam, công ty mẹ cấp cao nhất","Phải trả Tập đoàn điện lực Việt Nam, công ty mẹ cấp cao nhất",544.806.306,642.464.513,544806306.0,642464513.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,3.428.430.917,3.251.448.217,3428430917.0,3251448217.0
,,,97.904.693.140,13.238.250.478,97904693140.0,13238250478.0
