row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Số phát sinh trong năm > Tăng,Số phát sinh trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Số phát sinh trong năm > Tăng,numeric__Số phát sinh trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,,
Vay ngân hàng,Vay ngắn hạn > Vay ngân hàng,Vay ngân hàng,19.1,1.401.195.977.583,1.401.195.977.583,4.068.550.271.641,(4.562.568.797.925),907.177.451.299,907.177.451.299,191.0,1401195977583.0,1401195977583.0,4068550271641.0,-4562568797925.0,907177451299.0,907177451299.0
Vay dài hạn đến hạn trả,Vay ngắn hạn > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,19.2,1.910.000.000,1.910.000.000,166.386.027.397,(2.900.000.000),165.396.027.397,165.396.027.397,192.0,1910000000.0,1910000000.0,166386027397.0,-2900000000.0,165396027397.0,165396027397.0
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,1.403.105.977.583,1.403.105.977.583,4.234.936.299.038,(4.565.468.797.925),1.072.573.478.696,1.072.573.478.696,,1403105977583.0,1403105977583.0,4234936299038.0,-4565468797925.0,1072573478696.0,1072573478696.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,,
Vay ngân hàng,Vay dài hạn > Vay ngân hàng,Vay ngân hàng,19.2,292.817.971.748,292.817.971.748,339.457.653.296,(320.743.888.688),311.531.736.356,311.531.736.356,192.0,292817971748.0,292817971748.0,339457653296.0,-320743888688.0,311531736356.0,311531736356.0
Trái phiếu phát hành,Vay dài hạn > Trái phiếu phát hành,Trái phiếu phát hành,19.3,461.926.287.878,461.926.287.878,2.849.545.452,-,464.775.833.330,464.775.833.330,193.0,461926287878.0,461926287878.0,2849545452.0,,464775833330.0,464775833330.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,,754.744.259.626,754.744.259.626,342.307.198.748,(320.743.888.688),776.307.569.686,776.307.569.686,,754744259626.0,754744259626.0,342307198748.0,-320743888688.0,776307569686.0,776307569686.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,,2.157.850.237.209,2.157.850.237.209,4.577.243.497.786,(4.886.212.686.613),1.848.881.048.382,1.848.881.048.382,,2157850237209.0,2157850237209.0,4577243497786.0,-4886212686613.0,1848881048382.0,1848881048382.0
