row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Đơn vị tính: VND Số đầu năm,Đơn vị tính: VND Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Đơn vị tính: VND Số đầu năm,numeric__Đơn vị tính: VND Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,108.018.016.756,-,82.128.105.188,-,108018016756.0,,82128105188.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,508.719.057.466,-,215.555.051.006,-,508719057466.0,,215555051006.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",23.221.960.248,-,21.122.378.636,-,23221960248.0,,21122378636.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,5.114.654.886,-,6.259.366.872,-,5114654886.0,,6259366872.0,
Thành phẩm,Thành phẩm,Thành phẩm,78.840.194.993,-,108.225.804.443,-,78840194993.0,,108225804443.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,110.373.175.034,-,38.807.445.524,-,110373175034.0,,38807445524.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,834.287.059.383,-,472.098.151.669,-,834287059383.0,,472098151669.0,
