row_label_raw,row_label_full,Bên liên quan > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),Mối quan hệ > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),Nội dung nghiệp vụ > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),Số cuối năm > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),Đơn vị tính: VND > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),numeric__Mối quan hệ > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),numeric__Nội dung nghiệp vụ > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),numeric__Số cuối năm > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),numeric__Đơn vị tính: VND > Phải trả người bán ngắn hạn (Thuyết minh số 15.1)
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Mua hàng hóa,23.490.677.650,210.662.980,,,23490677650.0,210662980.0
Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty con,Mua hàng hóa,18.158.433.300,-,,,18158433300.0,
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Mua dịch vụ vận tải,3.935.145.162,27.635.669.965,,,3935145162.0,27635669965.0
Công ty Cổ Phần Dịch vụ Suất ăn Công nghiệp An Phát,Công ty Cổ Phần Dịch vụ Suất ăn Công nghiệp An Phát,Công ty Cổ Phần Dịch vụ Suất ăn Công nghiệp An Phát,Công ty liên kết của công ty con (Kế từ tháng 11 năm 2022),Mua hàng hóa,1.186.368.360,-,,,1186368360.0,
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Mua hàng hóa,-,1.592.951.086,,,,1592951086.0
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,,,85.447.136,-,,,85447136.0,
,,,,,46.856.071.608,29.439.284.031,,,46856071608.0,29439284031.0
