row_label_raw,row_label_full,Công ty An Tiến,Công ty con,Bán hàng hóa,34.361.417.982,117.226.905,numeric__Công ty con,numeric__Bán hàng hóa,numeric__34.361.417.982,numeric__117.226.905
"AFC Ecoplastics, LLC.","AFC Ecoplastics, LLC.","AFC Ecoplastics, LLC.",Công ty con,Bán hàng hóa,114.350.125,-,,,114350125.0,
,,,,,34.475.768.107,117.226.905,,,34475768107.0,117226905.0
Phải trả ngắn hạn khác (Thuyết minh số 18),Phải trả ngắn hạn khác (Thuyết minh số 18),Phải trả ngắn hạn khác (Thuyết minh số 18),Phải trả ngắn hạn khác (Thuyết minh số 18),Phải trả ngắn hạn khác (Thuyết minh số 18),Phải trả ngắn hạn khác (Thuyết minh số 18),Phải trả ngắn hạn khác (Thuyết minh số 18),,,,
Công ty An Tín,Phải trả ngắn hạn khác (Thuyết minh số 18) > Công ty An Tín,Công ty An Tín,Công ty con,Mua dịch vụ,591.374.919,1.263.629.290,,,591374919.0,1263629290.0
Công ty An Thành,Phải trả ngắn hạn khác (Thuyết minh số 18) > Công ty An Thành,Công ty An Thành,Công ty con,Mua dịch vụ,106.675.074,-,,,106675074.0,
,,,,,698.049.993,1.263.629.290,,,698049993.0,1263629290.0
