row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Ankor Bioplastics,Công ty Ankor Bioplastics,Công ty Ankor Bioplastics,Công ty có cùng lãnh đạo chủ chốt,Doanh thu bán hàng và cung cấp dịch vụ,15.670.293.760,7.430.624.000,,,15670293760.0,7430624000.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng Tập đoàn,Doanh thu bán hàng và cung cấp dịch vụ,238.426.719.344,153.993.677.591,,,238426719344.0,153993677591.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết,Góp vốn,274.293.855.000,-,,,274293855000.0,
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Doanh thu bán hàng và cung cấp dịch vụ Mua hàng hóa dịch vụ,7.854.094.740,7.927.270.634,,,7854094740.0,7927270634.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Doanh thu bán hàng và cung cấp dịch vụ Mua hàng hóa dịch vụ,84.451.210.927,58.917.046.100,,,84451210927.0,58917046100.0
Công ty cổ phần ANBIO,Công ty cổ phần ANBIO,Công ty cổ phần ANBIO,Công ty có cùng lãnh đạo chủ chốt,Doanh thu bán hàng và cung cấp dịch vụ Mua hàng hóa dịch vụ,23.135.253.583,13.817.087.255,,,23135253583.0,13817087255.0
Công ty cổ phần ANBIO,Công ty cổ phần ANBIO,Công ty cổ phần ANBIO,Công ty có cùng lãnh đạo chủ chốt,Doanh thu bán hàng và cung cấp dịch vụ Mua hàng hóa dịch vụ,3.990.003.217,3.549.196.072,,,3990003217.0,3549196072.0
Công ty Nhựa Bao bì Vinh,Công ty Nhựa Bao bì Vinh,Công ty Nhựa Bao bì Vinh,Công ty liên kết,Thu tiền cổ tức Doanh thu bán hàng và cung cấp dịch vụ,4.703.974.200,744.236.640,,,4703974200.0,744236640.0
Công ty Nhựa Bao bì Vinh,Công ty Nhựa Bao bì Vinh,Công ty Nhựa Bao bì Vinh,Công ty liên kết,Thu tiền cổ tức Doanh thu bán hàng và cung cấp dịch vụ,-,88.952.727,,,,88952727.0
Công ty Cổ Phần Dịch vụ Suất ăn Công nghiệp An Phát,Công ty Cổ Phần Dịch vụ Suất ăn Công nghiệp An Phát,Công ty Cổ Phần Dịch vụ Suất ăn Công nghiệp An Phát,Công ty liên kết của công ty con (Kể từ tháng 11 năm 2022),Mua hàng hóa dịch vụ,4.172.130.652,-,,,4172130652.0,
