row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,241.673.979.156,279.915.107.504,241673979156.0,279915107504.0
Chi phí khấu hao tài sản cố định,Chi phí bán hàng > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,10.427.604.126,11.946.091.621,10427604126.0,11946091621.0
Chi phí nhân viên bán hàng,Chi phí bán hàng > Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,5.602.947.656,4.585.012.726,5602947656.0,4585012726.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,2.272.526.479,1.197.278.905,2272526479.0,1197278905.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,259.977.057.417,297.643.490.756,259977057417.0,297643490756.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,22.248.894.269,20.188.938.208,22248894269.0,20188938208.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,18.882.240.130,15.797.001.113,18882240130.0,15797001113.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,16.102.498.364,15.069.056.856,16102498364.0,15069056856.0
Chi phí nguyên vật liệu,Chi phí quản lý doanh nghiệp > Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,562.055.210,696.676.881,562055210.0,696676881.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,9.376.896.397,6.668.748.556,9376896397.0,6668748556.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,67.172.584.370,58.420.421.614,67172584370.0,58420421614.0
