row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,1.013.516.432.131,1.737.727.231.591,1013516432131.0,1737727231591.0
Các điều chỉnh (giảm)/tăng lợi nhuận theo kế toán,Các điều chỉnh (giảm)/tăng lợi nhuận theo kế toán,Các điều chỉnh (giảm)/tăng lợi nhuận theo kế toán,(180.203.486.703),(183.281.424.083),-180203486703.0,-183281424083.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,338.396.144.961,724.029.319.679,338396144961.0,724029319679.0
- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,-,5.048.000.000,,5048000000.0
- Dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ cuối năm,- Dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ cuối năm,- Dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ cuối năm,89.069.224.845,148.448.708.075,89069224845.0,148448708075.0
- Chênh lệch giảm đánh giá lại tài sản tài chính FVTPL,- Chênh lệch giảm đánh giá lại tài sản tài chính FVTPL,- Chênh lệch giảm đánh giá lại tài sản tài chính FVTPL,231.362.091.601,506.167.171.119,231362091601.0,506167171119.0
- Chênh lệch tăng đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng đánh giá lại phải trả chứng quyền đang lưu hành,14.923.408.826,-,14923408826.0,
- Dự phòng các khoản cho vay cuối năm,- Dự phòng các khoản cho vay cuối năm,- Dự phòng các khoản cho vay cuối năm,1.596.109.265,30.675.918.324,1596109265.0,30675918324.0
- Chênh lệch tạm thời chịu thuế chuyển sang năm sau,- Chênh lệch tạm thời chịu thuế chuyển sang năm sau,- Chênh lệch tạm thời chịu thuế chuyển sang năm sau,-,23.945.868.756,,23945868756.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,1.445.310.424,3.957.681.058,1445310424.0,3957681058.0
