row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Số dư đầu năm > Ngày 1 tháng 1 năm 2018 > VND,Số dư đầu năm > Ngày 1 tháng 1 năm 2019 > VND,Số tăng/giảm > Năm trước > Tăng > VND,Số tăng/giảm > Năm trước > `Giảm > VND,Số tăng/giảm > Năm nay > Tăng > VND,Số tăng/giảm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31 tháng 12 năm 2018 > VND,Số dư cuối năm > Ngày 31 tháng 12 năm 2019 > VND,numeric__Thuyết minh,numeric__Số dư đầu năm > Ngày 1 tháng 1 năm 2018 > VND,numeric__Số dư đầu năm > Ngày 1 tháng 1 năm 2019 > VND,numeric__Số tăng/giảm > Năm trước > Tăng > VND,numeric__Số tăng/giảm > Năm trước > `Giảm > VND,numeric__Số tăng/giảm > Năm nay > Tăng > VND,numeric__Số tăng/giảm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31 tháng 12 năm 2018 > VND,numeric__Số dư cuối năm > Ngày 31 tháng 12 năm 2019 > VND
A,A,A,B,1,2,3,4,5,6,7,8,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
II. THU NHẬP TOẢN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,II. THU NHẬP TOẢN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,II. THU NHẬP TOẢN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,,574.216.049.874,236.127.124.138,33.917.507.032,(372.006.432.768),97.058.372.289,(72.211.077.394),236.127.124.138,260.974.419.033,,574216049874.0,236127124138.0,33917507032.0,-372006432768.0,97058372289.0,-72211077394.0,236127124138.0,260974419033.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,40,574.216.049.874,236.127.124.138,33.917.507.032,(372.006.432.768),97.058.372.289,(72.211.077.394),236.127.124.138,260.974.419.033,40.0,574216049874.0,236127124138.0,33917507032.0,-372006432768.0,97058372289.0,-72211077394.0,236127124138.0,260974419033.0
