row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,Phải thu/(phải trả)_2,Phải thu/(phải trả)_3,Doanh thu/ (chi phí),numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1,numeric__Phải thu/(phải trả)_2,numeric__Phải thu/(phải trả)_3,numeric__Doanh thu/ (chi phí)
Công ty liên quan,Công ty liên quan,Công ty liên quan,Giao dịch,Số đầu năm,Tăng trong năm,Giảm trong năm,Số cuối năm,Doanh thu/ (chi phí),,,,,,
Công ty Cổ phần,Công ty liên quan > Công ty Cổ phần,Công ty Cổ phần,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,1.111.782.801,(1.111.782.801),-,1.102.868.911,,,1111782801.0,-1111782801.0,,1102868911.0
Tập đoàn PAN và các công ty con,Công ty liên quan > Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Doanh thu hợp đồng tư vấn Giao dịch mua chứng khoán Giao dịch bán chứng khoán,-,4.551.424.000,(4.551.424.000),-,4.146.749.091,,,4551424000.0,-4551424000.0,,4146749091.0
Tập đoàn PAN và các công ty con,Công ty liên quan > Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Doanh thu hợp đồng tư vấn Giao dịch mua chứng khoán Giao dịch bán chứng khoán,-,(4.653.975.421.313),4.653.975.421.313,-,-,,,-4653975421313.0,4653975421313.0,,
Tập đoàn PAN và các công ty con,Công ty liên quan > Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Doanh thu hợp đồng tư vấn Giao dịch mua chứng khoán Giao dịch bán chứng khoán,-,5.517.482.613.875,(5.517.482.613.875),-,7.590.584.635,,,5517482613875.0,-5517482613875.0,,7590584635.0
Tập đoàn PAN và các công ty con,Công ty liên quan > Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Nhận cọc môi giới chứng khoán và hợp đồng quản lý tiền gửi Lãi nhận cọc MGCK và lãi hợp đồng quản lý tiền gửi,(1.222.675.189.617),(7.486.192.722.905),8.627.482.114.797,(81.385.797.725),-,,-1222675189617.0,-7486192722905.0,8627482114797.0,-81385797725.0,
Tập đoàn PAN và các công ty con,Công ty liên quan > Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Nhận cọc môi giới chứng khoán và hợp đồng quản lý tiền gửi Lãi nhận cọc MGCK và lãi hợp đồng quản lý tiền gửi,(3.519.496.889),(65.284.441.742),68.481.707.823,(322.230.808),(65.284.441.742),,-3519496889.0,-65284441742.0,68481707823.0,-322230808.0,-65284441742.0
Tập đoàn PAN và các công ty con,Công ty liên quan > Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Chi phí mua hàng hóa Lãi trái phiếu,-,(5.136.704.970),5.124.230.970,(12.474.000),(5.136.704.970),,,-5136704970.0,5124230970.0,-12474000.0,-5136704970.0
Tập đoàn PAN và các công ty con,Công ty liên quan > Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Chi phí mua hàng hóa Lãi trái phiếu,-,4.536.986.300,(4.536.986.300),-,4.536.986.300,,,4536986300.0,-4536986300.0,,4536986300.0
Công ty TNHH MTV Nguyễn Sài Gòn,Công ty liên quan > Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,156.772.985,(156.772.985),-,156.763.385,,,156772985.0,-156772985.0,,156763385.0
