row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối năm > 1.124.701.215,Đơn vị tính: VND > Số đầu năm > 815.853.250,numeric__Số cuối năm > 1.124.701.215,numeric__Đơn vị tính: VND > Số đầu năm > 815.853.250
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,24.018.393.178,39.931.475.009,24018393178.0,39931475009.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,22.663.230.779,23.473.229.577,22663230779.0,23473229577.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,3.837.998.790,3.884.243.799,3837998790.0,3884243799.0
Tổng cộng,Tổng cộng,Tổng cộng,51.644.323.962,68.104.801.635,51644323962.0,68104801635.0
