row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Công ty TNHH Độ Phân Giải Cao,Công ty TNHH Độ Phân Giải Cao,Công ty TNHH Độ Phân Giải Cao,-,2.122.697.771,,2122697771.0
Công ty CP Xây dựng và Thương mại TTT,Công ty CP Xây dựng và Thương mại TTT,Công ty CP Xây dựng và Thương mại TTT,-,974.748.881,,974748881.0
Công ty TNHH Tích Hợp Hệ thống CMC,Công ty TNHH Tích Hợp Hệ thống CMC,Công ty TNHH Tích Hợp Hệ thống CMC,5.999.696.699,1.783.887.600,5999696699.0,1783887600.0
Công ty TNHH Hoàng Long,Công ty TNHH Hoàng Long,Công ty TNHH Hoàng Long,-,841.879.940,,841879940.0
Công ty TNHH Công nghệ Giao dịch Việt Nam,Công ty TNHH Công nghệ Giao dịch Việt Nam,Công ty TNHH Công nghệ Giao dịch Việt Nam,368.241.390,736.482.780,368241390.0,736482780.0
Công ty Cổ phần Dịch vụ Công nghệ tin học HPT,Công ty Cổ phần Dịch vụ Công nghệ tin học HPT,Công ty Cổ phần Dịch vụ Công nghệ tin học HPT,211.400.700,-,211400700.0,
Công ty Cổ phần Xích Việt,Công ty Cổ phần Xích Việt,Công ty Cổ phần Xích Việt,225.301.060,269.948.151,225301060.0,269948151.0
Công ty TNHH KOMPA Technology,Công ty TNHH KOMPA Technology,Công ty TNHH KOMPA Technology,1.418.593.600,-,1418593600.0,
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,1.506.720.000,-,1506720000.0,
Metro Information Consultancy Co.,Metro Information Consultancy Co.,Metro Information Consultancy Co.,400.926.058,-,400926058.0,
Công ty TNHH Expressgo,Công ty TNHH Expressgo,Công ty TNHH Expressgo,400.207.500,-,400207500.0,
Horizon Software Asia Ltd,Horizon Software Asia Ltd,Horizon Software Asia Ltd,1.341.670.993,-,1341670993.0,
Phải trả tiền thanh toán chứng quyền khi đáo hạn,Phải trả tiền thanh toán chứng quyền khi đáo hạn,Phải trả tiền thanh toán chứng quyền khi đáo hạn,12.004.444.390,-,12004444390.0,
Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,4.345.122.179,3.086.820.365,4345122179.0,3086820365.0
Tổng cộng,Tổng cộng,Tổng cộng,28.222.324.569,9.816.465.488,28222324569.0,9816465488.0
