row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÂN HẠN,,22.005.111.571.256,21.990.613.172.468,,,22005111571256.0,21990613172468.0
110,110,110,I. Tài sản tài chính,,21.971.190.412.584,21.959.452.985.080,,,21971190412584.0,21959452985080.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,841.451.737.371,452.434.851.416,,5.0,841451737371.0,452434851416.0
111.1,111.1,111.1,1.1. Tiền,,91.451.737.371,152.418.413.398,,,91451737371.0,152418413398.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,750.000.000.000,300.016.438.018,,,750000000000.0,300016438018.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,4.263.610.960.357,2.020.676.741.658,,71.0,4263610960357.0,2020676741658.0
113,113,113,3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),7.3,10.712.429.740.057,12.312.638.098.988,,73.0,10712429740057.0,12312638098988.0
114,114,114,4. Các khoản cho vay,7.4,5.359.342.228.084,5.966.651.185.939,,74.0,5359342228084.0,5966651185939.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,758.196.865.504,1.195.661.647.300,,72.0,758196865504.0,1195661647300.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(41.167.505.065),(29.666.132.207),,8.0,-41167505065.0,-29666132207.0
117,117,117,7. Các khoản phải thu,,338.942.187.287,301.712.370.797,,,338942187287.0,301712370797.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,318.467.747.950,300.141.137.920,,9.0,318467747950.0,300141137920.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,20.474.439.337,1.571.232.877,,9.0,20474439337.0,1571232877.0
117.4,117.4,117.4,"7.2.1.Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,20.474.439.337,1.571.232.877,,,20474439337.0,1571232877.0
118,118,118,8. Trà trước cho người bán,9,9.247.337.843,29.537.058.111,,9.0,9247337843.0,29537058111.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,35.359.191.164,20.178.456.888,,9.0,35359191164.0,20178456888.0
122,122,122,10. Các khoản phải thu khác,9,2.051.563.026,1.667.446.804,,9.0,2051563026.0,1667446804.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(308.273.893.044),(312.038.740.614),,9.0,-308273893044.0,-312038740614.0
130,130,130,II. Tài sản ngắn hạn khác,10,33.921.158.672,31.160.187.388,,10.0,33921158672.0,31160187388.0
131,131,131,1. Tạm ứng,,8.187.814.975,3.541.008.943,,,8187814975.0,3541008943.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,1.265.969.684,2.959.982.619,,,1265969684.0,2959982619.0
133,133,133,3. Chi phí trả trước ngắn hạn,,19.932.511.086,20.451.648.166,,,19932511086.0,20451648166.0
134,134,134,"4. Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,860.194.960,749.394.960,,,860194960.0,749394960.0
137,137,137,5. Tài sản ngắn hạn khác,,3.674.667.967,3.458.152.700,,,3674667967.0,3458152700.0
