row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,142.308.930.113,308.664.023.273,142308930113.0,308664023273.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,27.540.046.739,22.252.011.562,27540046739.0,22252011562.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,243.918.309.142,347.074.264.575,243918309142.0,347074264575.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",18.639.621.256,16.546.901.150,18639621256.0,16546901150.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,1.413.938.351,1.293.981.717,1413938351.0,1293981717.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",3.084.138.780,8.302.585.973,3084138780.0,8302585973.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,23.400.377.605,13.977.738.146,23400377605.0,13977738146.0
Chi phí dự phòng/(hoàn nhập) dự phòng,Chi phí dự phòng/(hoàn nhập) dự phòng,Chi phí dự phòng/(hoàn nhập) dự phòng,5.000.000,(160.568.499),5000000.0,-160568499.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,149.410.465.264,126.855.468.771,149410465264.0,126855468771.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,86.949.168.790,83.203.018.717,86949168790.0,83203018717.0
Chi phí khác,Chi phí khác,Chi phí khác,26.536.599.195,16.410.556.252,26536599195.0,16410556252.0
Tổng cộng,Tổng cộng,Tổng cộng,723.206.595.235,944.419.981.637,723206595235.0,944419981637.0
