row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,17.576.710.676.258,14.604.148.661.302,,,17576710676258.0,14604148661302.0
310,310,310,I. Nợ phải trả ngắn hạn,,16.390.787.928.499,13.463.052.135.380,,,16390787928499.0,13463052135380.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,19,15.550.226.155.457,11.193.158.753.866,,19.0,15550226155457.0,11193158753866.0
312,312,312,1.1. Vay ngắn hạn,,15.550.226.155.457,11.193.158.753.866,,,15550226155457.0,11193158753866.0
316,316,316,2. Trái phiếu phát hành ngắn hạn,20,-,255.000.000.000,,20.0,,255000000000.0
318,318,318,3. Phải trả hoạt động giao dịch chứng khoán,22,30.254.764.400,20.890.746.200,,22.0,30254764400.0,20890746200.0
320,320,320,4. Phải trả người bán ngắn hạn,23,28.222.324.569,9.816.465.488,,23.0,28222324569.0,9816465488.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,5.121.736.077,56.096.109.184,,,5121736077.0,56096109184.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,24,51.644.323.962,68.104.801.635,,24.0,51644323962.0,68104801635.0
323,323,323,7. Phải trả người lao động,,24.345.950.059,42.448.281.215,,,24345950059.0,42448281215.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,188.706.947,61.618.847,,,188706947.0,61618847.0
325,325,325,9. Chi phí phải trả ngắn hạn,25,94.201.485.407,111.783.991.375,,25.0,94201485407.0,111783991375.0
327,327,327,10. Doanh thu chưa thực hiện ngắn hạn,,10.000.000,-,,,10000000.0,
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",26,343.612.835.873,1.489.599.070.345,,26.0,343612835873.0,1489599070345.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",,262.959.645.748,216.092.297.225,,,262959645748.0,216092297225.0
340,340,340,II. Nợ phải trả dài hạn,,1.185.922.747.759,1.141.096.525.922,,,1185922747759.0,1141096525922.0
345,345,345,1. Trái phiếu chuyển đổi dài hạn – Cấu phần nợ,21,1.105.937.946.170,1.068.320.391.534,,21.0,1105937946170.0,1068320391534.0
348,348,348,2. Người mua trả tiền trước dài hạn,,-,2.415.081.980,,,,2415081980.0
356,356,356,3. Thuế thu nhập doanh nghiệp hoãn lại phải trả,16,79.984.801.589,70.361.052.408,,16.0,79984801589.0,70361052408.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,9.103.760.190.083,8.863.513.351.422,,,9103760190083.0,8863513351422.0
410,410,410,I. Vốn chủ sở hữu,27,9.103.760.190.083,8.863.513.351.422,,27.0,9103760190083.0,8863513351422.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,5.224.760.213.535,5.235.152.952.935,,,5224760213535.0,5235152952935.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,5.100.636.840.000,5.100.636.840.000,,,5100636840000.0,5100636840000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,5.100.636.840.000,5.100.636.840.000,,,5100636840000.0,5100636840000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,29.470.756.034,29.470.756.034,,,29470756034.0,29470756034.0
411.3,411.3,411.3,1.3. Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn,,113.779.095.785,113.779.095.785,,,113779095785.0,113779095785.0
411.5,411.5,411.5,1.4. Cổ phiếu quỹ,,(19.126.478.284),(8.733.738.884),,,-19126478284.0,-8733738884.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,40,260.974.419.033,236.127.124.138,,40.0,260974419033.0,236127124138.0
414,414,414,3. Quỹ dự trữ bổ sung vốn điều lệ,,474.303.674.335,409.057.165.307,,,474303674335.0,409057165307.0
415,415,415,4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,389.796.079.651,324.549.570.623,,,389796079651.0,324549570623.0
417,417,417,5. Lợi nhuận chưa phân phối,27.1,2.753.925.803.529,2.658.626.538.419,,271.0,2753925803529.0,2658626538419.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,3.008.744.489.379,2.917.855.477.653,,,3008744489379.0,2917855477653.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,(254.818.685.850),(259.228.939.234),,,-254818685850.0,-259228939234.0
440,440,440,TỔNG CỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,26.680.470.866.341,23.467.662.012.724,,,26680470866341.0,23467662012724.0
