row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,290.571.517,2.647.635.755,,,290571517.0,2647635755.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cố định",,17.654.459.255,121.226.701.399,,,17654459255.0,121226701399.0
43,43,43,"3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, công ty liên kết",,-,275.527.823.737,,,,275527823737.0
44,44,44,4. Doanh thu khác về đầu tư,,3.456.980.508,4.638.165.478,,,3456980508.0,4638165478.0
50,50,50,Cộng doanh thu hoạt động tài chính,35,21.402.011.280,404.040.326.369,,35.0,21402011280.0,404040326369.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,19.478.014.564,4.448.278.305,,,19478014564.0,4448278305.0
52,52,52,2. Chi phí lãi vay,,804.176.964.572,536.540.563.261,,,804176964572.0,536540563261.0
55,55,55,3. Chi phí tài chính khác,,14.832.880.334,5.680.695.698,,,14832880334.0,5680695698.0
60,60,60,Cộng chi phí tài chính,36,838.487.859.470,546.669.537.264,,36.0,838487859470.0,546669537264.0
62,62,62,V. CHI PHÍ QUẢN LÝ,37,176.627.097.131,157.610.684.534,,37.0,176627097131.0,157610684534.0
70,70,70,VI. KẾT QUẢ HOẠT ĐỘNG,,1.006.628.867.164,1.681.574.377.338,,,1006628867164.0,1681574377338.0
,,,VII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,7.007.533.961,58.386.561.835,,,7007533961.0,58386561835.0
72,72,72,Chi phí khác,,119.968.994,2.233.707.582,,,119968994.0,2233707582.0
80,80,80,Cộng kết quả hoạt động khác,38,6.887.564.967,56.152.854.253,,38.0,6887564967.0,56152854253.0
90,90,90,VIII. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,1.013.516.432.131,1.737.727.231.591,,,1013516432131.0,1737727231591.0
91,91,91,Lợi nhuận đã thực hiện,,1.008.091.988.388,1.995.602.886.667,,,1008091988388.0,1995602886667.0
92,92,92,Lợi nhuận chưa thực hiện,,5.424.443.743,(257.875.655.076),,,5424443743.0,-257875655076.0
100,100,100,IX. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),39,188.653.956.326,316.899.793.843,,39.0,188653956326.0,316899793843.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,39.1,167.715.814.551,311.328.839.663,,391.0,167715814551.0,311328839663.0
100.2,100.2,100.2,Chi phí thuế TNDN hoãn lại,39.2,20.938.141.775,5.570.954.180,,392.0,20938141775.0,5570954180.0
200,200,200,X. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,824.862.475.805,1.420.827.437.748,,,824862475805.0,1420827437748.0
