row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,
Dự phòng chứng khoán chưa niêm yết trong năm tạm thời không được khấu trừ thuế,Tài sản thuế thu nhập hoãn lại > Dự phòng chứng khoán chưa niêm yết trong năm tạm thời không được khấu trừ thuế,Dự phòng chứng khoán chưa niêm yết trong năm tạm thời không được khấu trừ thuế,-,1.009.600.000,,1009600000.0
Dự phòng phải thu tiền bán chứng khoán quá hạn thanh toán tạm thời chịu thuế,Tài sản thuế thu nhập hoãn lại > Dự phòng phải thu tiền bán chứng khoán quá hạn thanh toán tạm thời chịu thuế,Dự phòng phải thu tiền bán chứng khoán quá hạn thanh toán tạm thời chịu thuế,17.813.844.969,29.689.741.615,17813844969.0,29689741615.0
Dự phòng giảm giá trị các khoản cho vay tạm thời không được khấu trừ thuế,Tài sản thuế thu nhập hoãn lại > Dự phòng giảm giá trị các khoản cho vay tạm thời không được khấu trừ thuế,Dự phòng giảm giá trị các khoản cho vay tạm thời không được khấu trừ thuế,319.221.853,6.135.183.665,319221853.0,6135183665.0
Chi phí tạm thời chịu thuế phát sinh,Tài sản thuế thu nhập hoãn lại > Chi phí tạm thời chịu thuế phát sinh,Chi phí tạm thời chịu thuế phát sinh,4.597.640.704,5.820.133.662,4597640704.0,5820133662.0
Tổng cộng,Tài sản thuế thu nhập hoãn lại > Tổng cộng,Tổng cộng,22.730.707.526,42.654.658.942,22730707526.0,42654658942.0
Phải trả thuế TNDN hoãn lại,Phải trả thuế TNDN hoãn lại,Phải trả thuế TNDN hoãn lại,Phải trả thuế TNDN hoãn lại,Phải trả thuế TNDN hoãn lại,,
Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,Phải trả thuế TNDN hoãn lại > Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,6.820.599.067,8.028.126.385,6820599067.0,8028126385.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính AFS,Phải trả thuế TNDN hoãn lại > Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính AFS,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính AFS,70.942.484.845,62.332.926.023,70942484845.0,62332926023.0
Thuế TNDN hoãn lại phát sinh do đánh giá giảm phải trả chứng quyền đang lưu hành tạm thời không chịu thuế,Phải trả thuế TNDN hoãn lại > Thuế TNDN hoãn lại phát sinh do đánh giá giảm phải trả chứng quyền đang lưu hành tạm thời không chịu thuế,Thuế TNDN hoãn lại phát sinh do đánh giá giảm phải trả chứng quyền đang lưu hành tạm thời không chịu thuế,2.221.717.677,-,2221717677.0,
Tổng cộng,Phải trả thuế TNDN hoãn lại > Tổng cộng,Tổng cộng,79.984.801.589,70.361.052.408,79984801589.0,70361052408.0
