row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),,692.477.449.231,649.119.939.554,,,692477449231.0,649119939554.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,29.1,341.846.976.362,312.524.572.584,,291.0,341846976362.0,312524572584.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,,242.392.546.814,248.241.114.908,,,242392546814.0,248241114908.0
01.3,01.3,01.3,"1.3. Cổ tức, tiến lãi phát sinh từ tài sản tài chính FVTPL",29.4,82.260.656.777,88.354.252.062,,294.0,82260656777.0,88354252062.0
01.4,01.4,01.4,1.4. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,29.3,25.977.269.278,-,,293.0,25977269278.0,
02,02,02,2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),29.4,990.887.512.226,715.959.425.579,,294.0,990887512226.0,715959425579.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,29.4,677.893.533.729,710.869.164.035,,294.0,677893533729.0,710869164035.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sáng để bán (AFS),29.4,29.806.057.516,200.587.941.138,,294.0,29806057516.0,200587941138.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,582.408.229.457,1.132.831.418.620,,,582408229457.0,1132831418620.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,28.835.160.883,2.294.659.091,,,28835160883.0,2294659091.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,6.958.978.813,23.627.957.480,,,6958978813.0,23627957480.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,33.598.654.678,16.196.356.140,,,33598654678.0,16196356140.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,59.178.614.910,125.202.889.557,,,59178614910.0,125202889557.0
11,11,11,10. Thu nhập hoạt động khác,31,27.007.296.081,20.959.940.458,,31.0,27007296081.0,20959940458.0
20,20,20,Cộng doanh thu hoạt động,,3.129.051.487.524,3.597.649.691.652,,,3129051487524.0,3597649691652.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,377.264.798.033,617.001.979.803,,,377264798033.0,617001979803.0
21.1,21.1,21.1,1.1 Lỗ bán các tài sản tài chính FVTPL,29.1,128.933.416.468,109.634.640.936,,291.0,128933416468.0,109634640936.0
21.2,21.2,21.2,1.2 Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,,231.362.091.601,506.167.171.119,,,231362091601.0,506167171119.0
21.3,21.3,21.3,1.3 Chi phí giao dịch mua các tài sản tài chính FVTPL,,2.045.881.138,1.200.167.748,,,2045881138.0,1200167748.0
21.4,21.4,21.4,1.4 Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,29.3,14.923.408.826,-,,293.0,14923408826.0,
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,93.932.433,974.544.960,,,93932433.0,974544960.0
24,24,24,"3. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",30,11.501.372.858,39.672.379.770,,30.0,11501372858.0,39672379770.0
26,26,26,4. Chi phí hoạt động tự doanh,34,16.642.976.480,13.766.532.715,,34.0,16642976480.0,13766532715.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,32,555.493.733.108,772.657.137.549,,32.0,555493733108.0,772657137549.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",32,15.040.853.528,644.244.526,,32.0,15040853528.0,644244526.0
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,32,21.502.445.834,20.611.871.141,,32.0,21502445834.0,20611871141.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,32,27.540.046.739,22.252.011.562,,32.0,27540046739.0,22252011562.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,32,17.492.136.941,56.739.927.302,,32.0,17492136941.0,56739927302.0
32,32,32,10. Chi phí hoạt động khác,"32, 33",86.137.379.085,71.514.789.557,,,86137379085.0,71514789557.0
40,40,40,Cộng chi phí hoạt động,,1.128.709.675.039,1.615.835.418.885,,,1128709675039.0,1615835418885.0
