row_label_raw,row_label_full,Chỉ tiêu > Thuế giá trị gia tăng,Phát sinh trong năm > 1/1/2024Triệu VND > 22.132,Phát sinh trong năm > Số phải nộpTriệu VND > 191.754,Phát sinh trong năm > Số đã nộpTriệu VND > (183.037),Phát sinh trong năm > 31/12/2024Triệu VND > 30.849,numeric__Phát sinh trong năm > 1/1/2024Triệu VND > 22.132,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 191.754,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (183.037),numeric__Phát sinh trong năm > 31/12/2024Triệu VND > 30.849
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,555.416,1.223.373,(966.506),812.283,555416.0,1223373.0,-966506.0,812283.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,9.978,192.521,(189.229),13.270,9978.0,192521.0,-189229.0,13270.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,80.638,(80.638),-,,80638.0,-80638.0,
,,,587.526,1.688.286,(1.419.410),856.402,587526.0,1688286.0,-1419410.0,856402.0
