row_label_raw,row_label_full,Tại ngày 31/12/2023(TriệuVND),Quá hạn,Không nhạy cảm lãi suất,Dưới 1 tháng,Từ 1-3 tháng,Từ trên 3-6 tháng,Từ trên 6-12 tháng,Từ trên 1-5 năm,Trên 5 năm,Tổng cộng,numeric__Quá hạn,numeric__Không nhạy cảm lãi suất,numeric__Dưới 1 tháng,numeric__Từ 1-3 tháng,numeric__Từ trên 3-6 tháng,numeric__Từ trên 6-12 tháng,numeric__Từ trên 1-5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,851.299,-,-,-,-,-,-,851.299,,851299.0,,,,,,,851299.0
Tiền gửi tại NHNNVN,Tài sản > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,-,2.799.895,-,-,-,-,-,-,2.799.895,,2799895.0,,,,,,,2799895.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,-,25.106.394,18.401.630,2.300.000,-,2.890.550,-,-,48.698.574,,25106394.0,18401630.0,2300000.0,,2890550.0,,,48698574.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,8.353.236,-,-,-,-,-,8.353.236,,,8353236.0,,,,,,8353236.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,5.503.333,-,45.739.544,68.904.961,39.370.905,15.981.751,4.150.142,101.257,179.751.893,5503333.0,,45739544.0,68904961.0,39370905.0,15981751.0,4150142.0,101257.0,179751893.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,350.458,82.054,42.001,-,311.002,9.996,865.315,12.725.177,14.386.003,350458.0,82054.0,42001.0,,311002.0,9996.0,865315.0,12725177.0,14386003.0
"Gộp vốn, đầu tư dài hạn - gộp","Tài sản > Gộp vốn, đầu tư dài hạn - gộp","Gộp vốn, đầu tư dài hạn - gộp",-,62.432,-,-,-,-,-,-,62.432,,62432.0,,,,,,,62432.0
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,-,1.325.882,-,-,-,-,-,-,1.325.882,,1325882.0,,,,,,,1325882.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,-,13.000.500,-,-,-,-,-,-,13.000.500,,13000500.0,,,,,,,13000500.0
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),5.853.791,43.228.456,72.536.411,71.204.961,39.681.907,18.882.297,5.015.457,12.826.434,269.229.714,5853791.0,43228456.0,72536411.0,71204961.0,39681907.0,18882297.0,5015457.0,12826434.0,269229714.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và NHNNVN,Nợ phải trả > Các khoản nợ Chính phủ và NHNNVN,Các khoản nợ Chính phủ và NHNNVN,-,-,439.123,28.361,68.086,2.003.067,-,-,2.538.637,,,439123.0,28361.0,68086.0,2003067.0,,,2538637.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,24.103.899,21.159.449,3.338.524,1.150.304,3.966.762,8.127.100,4.852.000,66.698.038,,24103899.0,21159449.0,3338524.0,1150304.0,3966762.0,8127100.0,4852000.0,66698038.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,43.616.469,27.319.904,46.839.182,23.332.382,3.731.782,287,144.840.006,,,43616469.0,27319904.0,46839182.0,23332382.0,3731782.0,287.0,144840006.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,107.948,1.323,33,347,-,(2.520),-,107.131,,107948.0,1323.0,33.0,347.0,,-2520.0,,107131.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,1.020,-,-,-,-,-,-,1.020,,1020.0,,,,,,,1020.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,2.610.200,1.960.400,9.624.300,2.651.200,-,16.846.100,,,,2610200.0,1960400.0,9624300.0,2651200.0,,16846100.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,4.794.144,-,-,-,-,-,-,4.794.144,,4794144.0,,,,,,,4794144.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),-,29.007.011,65.216.364,33.297.022,50.018.319,38.926.511,14.507.562,4.852.287,235.825.076,,29007011.0,65216364.0,33297022.0,50018319.0,38926511.0,14507562.0,4852287.0,235825076.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng (3) = (1) - (2),Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bảng (3) = (1) - (2),Mức chênh lệch nhạy cảm với lãi suất nội bảng (3) = (1) - (2),5.853.791,14.221.445,7.320.047,37.907.939,(10.336.412),(20.044.214),(9.492.105),7.974.147,33.404.638,5853791.0,14221445.0,7320047.0,37907939.0,-10336412.0,-20044214.0,-9492105.0,7974147.0,33404638.0
Mức chênh lệch nhạy cảm với lãi suất ngoại bảng (4),Mức chênh lệch nhạy cảm với lãi suất ngoại bảng (4),Mức chênh lệch nhạy cảm với lãi suất ngoại bảng (4),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng (5) = (3) + (4)","Mức chênh lệch nhạy cảm với lãi suất ngoại bảng (4) > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng (5) = (3) + (4)","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng (5) = (3) + (4)",5.853.791,14.221.445,7.320.047,37.907.939,(10.336.412),(20.044.214),(9.492.105),7.974.147,33.404.638,5853791.0,14221445.0,7320047.0,37907939.0,-10336412.0,-20044214.0,-9492105.0,7974147.0,33404638.0
