row_label_raw,row_label_full,col_0,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.349.283,1.530.991,1349283.0,1530991.0
- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,496.228,1.014.792,496228.0,1014792.0
- Thu từ dịch vụ ngân quỹ,- Thu từ dịch vụ ngân quỹ,- Thu từ dịch vụ ngân quỹ,3.608,3.718,3608.0,3718.0
- Thu từ dịch vụ đại lý bảo hiểm,- Thu từ dịch vụ đại lý bảo hiểm,- Thu từ dịch vụ đại lý bảo hiểm,235.083,173.661,235083.0,173661.0
- Thu từ dịch vụ khác,- Thu từ dịch vụ khác,- Thu từ dịch vụ khác,614.364,338.820,614364.0,338820.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,(237.588),(223.134),-237588.0,-223134.0
- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,(106.004),(89.796),-106004.0,-89796.0
- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,(18.295),(19.372),-18295.0,-19372.0
- Chi phí dịch vụ khác,- Chi phí dịch vụ khác,- Chi phí dịch vụ khác,(113.289),(113.966),-113289.0,-113966.0
,,,1.111.695,1.307.857,1111695.0,1307857.0
