row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,11.375.128,8.462.374,11375128.0,8462374.0
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,10.608.790,7.750.688,10608790.0,7750688.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,766.338,711.686,766338.0,711686.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,56.544.575,37.345.650,56544575.0,37345650.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,37.379.520,26.489.300,37379520.0,26489300.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,19.165.055,10.856.350,19165055.0,10856350.0
,,,67.919.703,45.808.024,67919703.0,45808024.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,,
Cho vay các TCTD khác bằng VND,Cho vay các TCTD khác > Cho vay các TCTD khác bằng VND,Cho vay các TCTD khác bằng VND,2.324.260,2.890.550,2324260.0,2890550.0
"Trong đó: chiết khấu, tái chiết khấu","Cho vay các TCTD khác > Trong đó: chiết khấu, tái chiết khấu","Trong đó: chiết khấu, tái chiết khấu",42.260,-,42260.0,
,,,2.324.260,2.890.550,2324260.0,2890550.0
,,,70.243.963,48.698.574,70243963.0,48698574.0
