row_label_raw,row_label_full,Nhóm nợ,Nhóm nợ_1,Tình trạng quá hạn,numeric__Nhóm nợ_1,numeric__Tình trạng quá hạn
1,1,1,Nợ đủ tiêu chuẩn,(a) Khoản nợ trong hạn và được đánh giá là có khả năng thu hồi đầy đủ cả nợ gốc và lãi đúng hạn; hoặc(b) Khoản nợ quá hạn dưới 10 ngày và được đánh giá là có khả năng thu hồi đầy đủ nợ gốc và lãi bị quá hạn và thu hồi đầy đủ nợ gốc và lãi còn lại đúng thời hạn.,,
2,2,2,Nợ cần chú ý,(a) Khoản nợ quá hạn đến 90 ngày; hoặc(b) Khoản nợ điều chỉnh kỳ hạn trả nợ lần đầu còn trong hạn.,,
3,3,3,Nợ dưới tiêu chuẩn,"(a) Khoản nợ quá hạn từ 91 ngày đến 180 ngày; hoặc(b) Khoản nợ gia hạn nợ lần đầu còn trong hạn; hoặc(c) Khoản nợ được miễn hoặc giảm lãi do khách hàng không đủ khả năng trả lãi đầy đủ theo thỏa thuận; hoặc(d) Khoản nợ thuộc một trong các trường hợp sau đây chưa thu hồi được trong thời gian dưới 30 ngày kể từ ngày có quyết định thu hồi:Khoản nợ vi phạm quy định tại các Khoản 1, 3, 4, 5, 6 Điều 134 Luật các Tổ chức tín dụng; hoặcKhoản nợ vi phạm quy định tại các Khoản 1, 2, 3, 4 Điều 135 Luật các Tổ chức tín dụng; hoặcKhoản nợ vi phạm quy định tại các Khoản 1, 2, 5 Điều 136 Luật các Tổ chức tín dụng.(e) Khoản nợ trong thời hạn thu hồi theo kết luận thanh tra, kiểm tra; hoặc(f) Khoản nợ phải thu hồi theo quyết định thu hồi nợ trước hạn do khách hàng vi phạm thỏa thuận chưa thu hồi được trong thời gian dưới 30 ngày kể từ ngày có quyết định thu hồi.",,
4,4,4,Nợ nghi ngờ,(a) Khoản nợ quá hạn từ 181 ngày đến 360 ngày ; hoặc(b) Khoản nợ cơ cấu lại thời hạn trả nợ lần đầu quá hạn dưới 90 ngày theo thời hạn trả nợ được cơ cấu lại lần đầu; hoặc(c) Khoản nợ cơ cấu lại thời hạn trả nợ lần thứ hai còn trong hạn; hoặc(d) Khoản nợ quy định tại điểm (d) của Nợ dưới tiêu chuẩn chưa thu hồi được trong thời gian từ 30 ngày đến 60 ngày kể từ ngày có quyết định thu hồi; hoặc(e) Khoản nợ phải thu hồi theo kết luận thanh tra nhưng quá thời hạn thu hồi theo kết luận thanh tra đến 60 ngày mà vẫn chưa thu hồi được; hoặc(f) Khoản nợ phải thu hồi theo quyết định thu hồi nợ trước hạn do khách hàng vi phạm thỏa thuận chưa thu hồi được trong thời gian từ 30 ngày đến 60 ngày kể từ ngày có quyết định thu hồi.,,
5,5,5,Nợ có khả năng mất vốn,"(a) Khoản nợ quá hạn trên 360 ngày; hoặc(b) Khoản nợ cơ cấu lại thời hạn trả nợ lần đầu quá hạn từ 91 ngày trở lên theo thời hạn trả nợ được cơ cấu lại lần đầu; hoặc(c) Khoản nợ cơ cấu lại thời hạn trả nợ lần thứ hai và quá hạn theo thời hạn trả nợ được cơ cấu lại lần thứ hai; hoặc(d) Khoản nợ cơ cấu lại thời hạn trả nợ lần thứ ba trở lên; hoặc(e) Khoản nợ quy định tại điểm (d) của Nợ dưới tiêu chuẩn chưa thu hồi được trong thời gian trên 60 ngày kể từ ngày có quyết định thu hồi; hoặc(f) Khoản nợ phải thu hồi theo kết luận thanh tra nhưng quá thời hạn thu hồi theo kết luận thanh tra trên 60 ngày mà vẫn chưa thu hồi được; hoặc(g) Khoản nợ phải thu hồi theo quyết định thu hồi nợ trước hạn do khách hàng vi phạm thỏa thuận chưa thu hồi được trên 60 ngày kể từ ngày có quyết định thu hồi; hoặc(h) Khoản nợ của khách hàng là tổ chức tín dụng được NHNNVN công bố đặt vào tính trạng kiểm soát đặc biệt, chi nhánh ngân hàng nước ngoài đang bị phong tỏa vốn và tài sản.",,
