row_label_raw,row_label_full,col_0,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",108.046,41.292,108046.0,41292.0
Chi phí cho nhận viên,Chi phí cho nhận viên,Chi phí cho nhận viên,2.113.460,1.856.595,2113460.0,1856595.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.954.954,1.715.013,1954954.0,1715013.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,120.948,112.363,120948.0,112363.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,379,177,379.0,177.0
- Các khoản chi khác,- Các khoản chi khác,- Các khoản chi khác,37.179,29.042,37179.0,29042.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,774.028,671.177,774028.0,671177.0
- Chi khấu hạo tài sản cố định và bất động sản đầu tư,- Chi khấu hạo tài sản cố định và bất động sản đầu tư,- Chi khấu hạo tài sản cố định và bất động sản đầu tư,140.309,127.630,140309.0,127630.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,633.719,543.547,633719.0,543547.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,705.592,653.260,705592.0,653260.0
- Công tác phí,- Công tác phí,- Công tác phí,42.927,37.410,42927.0,37410.0
- Chi vật liệu và giấy tờ in,- Chi vật liệu và giấy tờ in,- Chi vật liệu và giấy tờ in,28.355,38.817,28355.0,38817.0
- Chi bưu phí và điện thoại,- Chi bưu phí và điện thoại,- Chi bưu phí và điện thoại,40.318,42.518,40318.0,42518.0
- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,593.992,534.515,593992.0,534515.0
"Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng",135.804,117.411,135804.0,117411.0
Phân bổ lợi thế thương mại (Thuyết minh VI.13),Phân bổ lợi thế thương mại (Thuyết minh VI.13),Phân bổ lợi thế thương mại (Thuyết minh VI.13),71.205,71.205,71205.0,71205.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,222.986,196.505,222986.0,196505.0
Hoàn nhập dự phòng cho các khoản đầu tư dài hạn khác (Thuyết minh VI.8 ),Hoàn nhập dự phòng cho các khoản đầu tư dài hạn khác (Thuyết minh VI.8 ),Hoàn nhập dự phòng cho các khoản đầu tư dài hạn khác (Thuyết minh VI.8 ),(177),(579),-177.0,-579.0
(Hoàn nhập)/trích lập dự phòng cho các tài sản Có khác (Thuyết minh VI.12 ),(Hoàn nhập)/trích lập dự phòng cho các tài sản Có khác (Thuyết minh VI.12 ),(Hoàn nhập)/trích lập dự phòng cho các tài sản Có khác (Thuyết minh VI.12 ),(726),282,-726.0,282.0
,,,4.130.218,3.607.148,4130218.0,3607148.0
