row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023 (điều chỉnh lại),Năm 2023 (theo báo cáo trước đây),numeric__Năm 2024,numeric__Năm 2023 (điều chỉnh lại),numeric__Năm 2023 (theo báo cáo trước đây)
,,,Triệu VND,Triệu VND,Triệu VND,,,
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,4.816.026,3.676.955,3.676.955,4816026.0,3676955.0,3676955.0
"Số phân bổ vào quỹ khen thưởng, phúc lợi (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (*)",(144.481),(110.010),(110.309),-144481.0,-110010.0,-110309.0
Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,4.671.545,3.566.945,3.566.646,4671545.0,3566945.0,3566646.0
