row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
2,2,2,Cam kết giao dịch hối đoái,,,,,,,
2,2 > 2,2,Cam kết mua ngoại tệ,VI.38,355.614,8.707,,,355614.0,8707.0
2,2 > 2,2,Cam kết bán ngoại tệ,VI.38,863.634,8.693,,,863634.0,8693.0
2,2 > 2,2,Cam kết mua - giao dịch hoán đổi tiền tệ,VI.38,50.051.658,38.549.140,,,50051658.0,38549140.0
2,2 > 2,2,Cam kết bán - giao dịch hoán đổi tiền tệ,VI.38,37.394.340,25.783.528,,,37394340.0,25783528.0
4,2 > 4,4,Cam kết trong nghiệp vụ L/C,VI.38,2.228.158,6.602.763,,,2228158.0,6602763.0
5,2 > 5,5,"Bảo lãnh khác(Bảo lãnh báo hành, thực hiện hợp đồng, tạm ứng)",VI.38,8.516.675,5.212.031,,,8516675.0,5212031.0
6,2 > 6,6,Hợp đồng hoán đổi lãi suất,VI.38,8.150.314,7.974.600,,,8150314.0,7974600.0
7,2 > 7,7,Lãi cho vay và phí phải thu chưa thu được,VI.38,3.370.203,3.674.843,,,3370203.0,3674843.0
8,2 > 8,8,Nợ gốc khó đòi đã xử lý,VI.38,6.000.109,5.012.050,,,6000109.0,5012050.0
9,2 > 9,9,Tài sản và chứng từ khác,VI.38,1.378.227,1.489.332,,,1378227.0,1489332.0
