row_label_raw,row_label_full,col_0,Quyền sử dụng đất Triệu VND,"Nhà cửa, vật kiến trúc Triệu VND",Tổng cộng Triệu VND,numeric__Quyền sử dụng đất Triệu VND,"numeric__Nhà cửa, vật kiến trúc Triệu VND",numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,21.620,42.557,64.177,21620.0,42557.0,64177.0
Số tăng trong năm,Nguyên giá > Số tăng trong năm,Số tăng trong năm,1.070,-,1.070,1070.0,,1070.0
Số giảm trong năm,Nguyên giá > Số giảm trong năm,Số giảm trong năm,(2.469),-,(2.469),-2469.0,,-2469.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,20.221,42.557,62.778,20221.0,42557.0,62778.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,-,7.593,7.593,,7593.0,7593.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,-,1.175,1.175,,1175.0,1175.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,-,8.768,8.768,,8768.0,8768.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,21.620,34.964,56.584,21620.0,34964.0,56584.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,20.221,33.789,54.010,20221.0,33789.0,54010.0
