row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay của khách hàng và các TCTD Triệu VND,Tổng tiền gửi của khách hàng và các TCTD Triệu VND,Các cam kết tín dụng Triệu VND,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác (thuẩn) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,numeric__Tổng dư nợ cho vay của khách hàng và các TCTD Triệu VND,numeric__Tổng tiền gửi của khách hàng và các TCTD Triệu VND,numeric__Các cam kết tín dụng Triệu VND,numeric__Các công cụ tài chính phải sinh và các khoản nợ tài chính khác (thuẩn) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán Triệu VND
Trong nước Nước ngoài,Trong nước Nước ngoài,Trong nước Nước ngoài,211.370.253308.650,224.150.36264.948,10.744.833-,303.574-,28.851.879-,211370253308650.0,22415036264948.0,,,
Trong nước Nước ngoài,Trong nước Nước ngoài,Trong nước Nước ngoài,211.678.903,224.215.310,10.744.833,303.574,28.851.879,211678903.0,224215310.0,10744833.0,303574.0,28851879.0
