row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRẢ,,14.402.125.551.468,10.574.334.839.720,,,14402125551468.0,10574334839720.0
310,310,310,Nợ ngắn hạn,,13.676.684.908.009,10.365.388.910.155,,,13676684908009.0,10365388910155.0
311,311,311,Phải trả người bán ngắn hạn,13,1.266.774.173.641,1.422.797.024.892,,13.0,1266774173641.0,1422797024892.0
312,312,312,Người mua trả tiền trước ngắn hạn,,501.662.788,-,,,501662788.0,
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(b),97.596.948.523,158.159.546.407,,,97596948523.0,158159546407.0
314,314,314,Phải trả người lao động,,1.014.043.595.238,798.858.443.112,,,1014043595238.0,798858443112.0
315,315,315,Chi phí phải trả ngắn hạn,15,192.540.188.843,243.347.787.019,,15.0,192540188843.0,243347787019.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,16,1.222.056.551.269,1.068.941.412.072,,16.0,1222056551269.0,1068941412072.0
319,319,319,Phải trả ngắn hạn khác,17,629.081.001.630,993.792.756.346,,17.0,629081001630.0,993792756346.0
320,320,320,Vay ngắn hạn,18(a),9.072.615.283.911,5.526.215.933.386,,,9072615283911.0,5526215933386.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,181.475.502.166,153.276.006.921,,,181475502166.0,153276006921.0
330,330,330,Nợ dài hạn,,725.440.643.459,208.945.929.565,,,725440643459.0,208945929565.0
337,337,337,Phải trả dài hạn khác,,2.054.933.335,1.108.633.334,,,2054933335.0,1108633334.0
338,338,338,Vay dài hạn,18(b),723.375.461.648,207.837.296.231,,,723375461648.0,207837296231.0
341,341,341,Thuế thu nhập hoãn lại phải trả,,10.248.476,-,,,10248476.0,
400,400,400,VỐN CHỦ SỞ HỮU,,5.753.971.446.987,4.368.691.746.815,,,5753971446987.0,4368691746815.0
410,410,410,Vốn chủ sở hữu,"19, 20",5.753.971.446.987,4.368.691.746.815,,,5753971446987.0,4368691746815.0
411,411,411,Vốn góp của chủ sở hữu,,3.283.695.530.000,2.736.464.610.000,,,3283695530000.0,2736464610000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.283.695.530.000,2.736.464.610.000,,,3283695530000.0,2736464610000.0
415,415,415,Cổ phiếu quỹ,20,(300.150.000),(300.150.000),,20.0,-300150000.0,-300150000.0
418,418,418,Quỹ đầu tư phát triển,20,824.773.364.467,824.773.364.467,,20.0,824773364467.0,824773364467.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",20,1.645.802.702.520,807.753.922.348,,20.0,1645802702520.0,807753922348.0
421a,421a,421a,- LNST chưa phân phối của các năm trước,,260.103.414.065,500.793.988.041,,,260103414065.0,500793988041.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,1.385.699.288.455,306.959.934.307,,,1385699288455.0,306959934307.0
440,440,440,TỔNG NGUỒN VỐN,,20.156.096.998.455,14.943.026.586.535,,,20156096998455.0,14943026586535.0
