row_label_raw,row_label_full,Giảm giá hàng bán,-,(309.135.575),numeric__-,numeric__(309.135.575)
Các khoản giảm trừ khác,Các khoản giảm trừ khác,Các khoản giảm trừ khác,(926.270.474),(44.644.702),-926270474.0,-44644702.0
,,,(926.270.474),(353.780.277),-926270474.0,-353780277.0
