row_label_raw,row_label_full,Công ty TNHH Truyền Hinh FPT,52.003.937.402,-,numeric__52.003.937.402,numeric__-
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,20.388.061.314,17.435.298.045,20388061314.0,17435298045.0
Công ty TNHH MTV Viễn thông Quốc tế FPT,Công ty TNHH MTV Viễn thông Quốc tế FPT,Công ty TNHH MTV Viễn thông Quốc tế FPT,10.823.555.313,25.839.553.226,10823555313.0,25839553226.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,1.337.135.667,211.988.065.330,1337135667.0,211988065330.0
Công ty TNHH Phân Phối Synnex FPT,Công ty TNHH Phân Phối Synnex FPT,Công ty TNHH Phân Phối Synnex FPT,906.889.500,64.100.000,906889500.0,64100000.0
Công ty CP Dịch vụ trực tuyến FPT,Công ty CP Dịch vụ trực tuyến FPT,Công ty CP Dịch vụ trực tuyến FPT,697.304.948,1.396.658.369,697304948.0,1396658369.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,567.840.003,268.749.996,567840003.0,268749996.0
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,479.386.230,495.164.709,479386230.0,495164709.0
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,297.313.464,-,297313464.0,
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,78.100.000,457.439.348,78100000.0,457439348.0
Khác,Khác,Khác,65.642.000,-,65642000.0,
