row_label_raw,row_label_full,Công ty TNHH MTV Viễn thông Quốc tế FPT,6.453.341.663.845,519.695.169.263,numeric__6.453.341.663.845,numeric__519.695.169.263
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,3.780.220.903.784,5.316.806.977.311,3780220903784.0,5316806977311.0
,,,10.233.562.567.629,5.836.502.146.574,10233562567629.0,5836502146574.0
