row_label_raw,row_label_full,Mãsố,col_1,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020_1,Tại ngày 31 tháng 12 năm 2020_2,numeric__col_1,numeric__Tại ngày 31 tháng 12 năm 2020,numeric__Tại ngày 31 tháng 12 năm 2020_1,numeric__Tại ngày 31 tháng 12 năm 2020_2
Mãsố,Mãsố,Mãsố,,Số liệuđã báo cáoVND,Phân loại lại (*)VND,Số liệuphân loại lạiVND,,,,
100,Mãsố > 100,100,TÀI SẢN NGẮN HẠN,8.183.066.013.546,(346.556.488.455),7.836.509.525.091,,8183066013546.0,-346556488455.0,7836509525091.0
135,Mãsố > 135,135,Phải thu về cho vayngắn hạn,-,5.836.502.146.574,5.836.502.146.574,,,5836502146574.0,5836502146574.0
136,Mãsố > 136,136,Phải thu ngắn hạn khác,5.982.316.517.178,(5.836.502.146.574),145.814.370.604,,5982316517178.0,-5836502146574.0,145814370604.0
150,Mãsố > 150,150,Tài sản ngắn hạn khác,444.473.137.484,(346.556.488.455),97.916.649.029,,444473137484.0,-346556488455.0,97916649029.0
151,Mãsố > 151,151,Chi phí trả trước ngắn hạn,428.415.558.326,(346.556.488.455),81.859.069.871,,428415558326.0,-346556488455.0,81859069871.0
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,6.759.960.572.989,346.556.488.455,7.106.517.061.444,,6759960572989.0,346556488455.0,7106517061444.0
260,Mãsố > 260,260,Tài sản dài hạn khác,1.364.531.746.219,346.556.488.455,1.711.088.234.674,,1364531746219.0,346556488455.0,1711088234674.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,1.338.591.227.254,346.556.488.455,1.685.147.715.709,,1338591227254.0,346556488455.0,1685147715709.0
