row_label_raw,row_label_full,Công ty TNHH MTV Viễn thông FPT Tân Thuận,185.454.776.729,111.525.788.561,numeric__185.454.776.729,numeric__111.525.788.561
Công ty TNHH MTV Viễn thông Quốc tế FPT,Công ty TNHH MTV Viễn thông Quốc tế FPT,Công ty TNHH MTV Viễn thông Quốc tế FPT,76.364.802.120,27.216.113.666,76364802120.0,27216113666.0
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,1.025.161,4.622.083,1025161.0,4622083.0
,,,261.820.604.010,138.746.524.310,261820604010.0,138746524310.0
