row_label_raw,row_label_full,33,Tiền thu đi vay,12.492.358.508.370,7.434.670.879.096,numeric__Tiền thu đi vay,numeric__12.492.358.508.370,numeric__7.434.670.879.096
34,34,34,Tiền chỉ trả nợ gốc vay,(8.455.825.511.828),(6.075.033.768.164),,-8455825511828.0,-6075033768164.0
36,36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",(875.174.974.700),(770.732.724.150),,-875174974700.0,-770732724150.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,3.161.358.021.842,588.904.386.782,,3161358021842.0,588904386782.0
50,50,50,Lưu chuyển tiền thuần trong năm,20.500.208.616,(75.205.967.769),,20500208616.0,-75205967769.0
60,60,60,Tiền và tương đương tiền đầu năm,3,24.149.309.585,,3.0,24149309585.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,(7.793.320),21.710.030,,-7793320.0,21710030.0
70,70,70,Tiền và tương đương tiền cuối năm,3,24.149.309.585,,3.0,24149309585.0
