row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRÀ,,270.292.573.599,287.446.269.234,,,270292573599.0,287446269234.0
310,310,310,Nợ ngắn hạn,,269.050.115.099,287.416.269.234,,,269050115099.0,287416269234.0
311,311,311,Phải trả người bán ngắn hạn,10,80.555.220.787,104.828.010.651,,10.0,80555220787.0,104828010651.0
312,312,312,Người mua trả tiền trước ngắn hạn,,2.342.686.865,1.940.835.088,,,2342686865.0,1940835088.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,11(b),24.917.570.748,22.629.784.838,,,24917570748.0,22629784838.0
314,314,314,Phải trả người lao động,12,72.131.113.557,83.751.760.550,,12.0,72131113557.0,83751760550.0
315,315,315,Chi phí phải trả ngắn hạn,13,4.964.554.075,9.554.614.989,,13.0,4964554075.0,9554614989.0
319,319,319,Phải trả ngắn hạn khác,14,78.405.778.566,42.228.216.272,,14.0,78405778566.0,42228216272.0
322,322,322,"Quỹ khen thưởng, phúc lợi",15,5.733.190.501,22.483.046.846,,15.0,5733190501.0,22483046846.0
330,330,330,Nợ dài hạn,,1.242.458.500,30.000.000,,,1242458500.0,30000000.0
337,337,337,Phải trả dài hạn khác,,30.000.000,30.000.000,,,30000000.0,30000000.0
342,342,342,Dự phòng phải trả dài hạn,,1.212.458.500,-,,,1212458500.0,
400,400,400,VỐN CHỦ SỞ HỮU,,2.996.127.867.563,2.170.698.212.734,,,2996127867563.0,2170698212734.0
410,410,410,Vốn chủ sở hữu,,2.996.127.867.563,2.170.698.212.734,,,2996127867563.0,2170698212734.0
411,411,411,Vốn góp của chủ sở hữu,"16,17",1.100.281.540.000,551.227.980.000,,16.17,1100281540000.0,551227980000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.100.281.540.000,551.227.980.000,,,1100281540000.0,551227980000.0
412,412,412,Thặng dư vốn cổ phần,17,36.141.891.246,36.047.891.246,,17.0,36141891246.0,36047891246.0
418,418,418,Quỹ đầu tư phát triển,17,826.088.451.117,796.621.563.156,,17.0,826088451117.0,796621563156.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,17,659.965.436.905,412.834.441.015,,17.0,659965436905.0,412834441015.0
421a,421a,421a,- LNST chưa phân phối của các năm trước,,337.764.285.759,255.812.186.541,,,337764285759.0,255812186541.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,322.201.151.146,157.022.254.474,,,322201151146.0,157022254474.0
429,429,429,Lợi ích cổ đông không kiểm soát,17,373.650.548.295,373.966.337.317,,17.0,373650548295.0,373966337317.0
440,440,440,TỔNG NGUỒN VỐN,,3.266.420.441.162,2.458.144.481.968,,,3266420441162.0,2458144481968.0
