row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu cung cấp dịch vụ,,1.892.131.002.372,1.688.865.060.005,,,1892131002372.0,1688865060005.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về cung cấp dịch vụ,20,1.892.131.002.372,1.688.865.060.005,,20.0,1892131002372.0,1688865060005.0
11,02 > 11,11,Giá vốn dịch vụ cung cấp,21,(1.289.742.189.373),(1.239.556.027.397),,21.0,-1289742189373.0,-1239556027397.0
20,02 > 20,20,Lợi nhuận gộp về cung cấp dịch vụ,,602.388.812.999,449.309.032.608,,,602388812999.0,449309032608.0
21,02 > 21,21,Doanh thu hoạt động tài chính,,13.015.325.965,10.824.710.455,,,13015325965.0,10824710455.0
22,02 > 22,22,Chi phí tài chính,,(1.977.959.712),(1.605.530.107),,,-1977959712.0,-1605530107.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,-,(341.031.771),,,,-341031771.0
24,02 > 24,24,Phần lãi trong công ty liên kết,,4.441.262.368,2.159.250.000,,,4441262368.0,2159250000.0
25,02 > 25,25,Chi phí bán hàng,22,(48.235.093.940),(55.877.214.781),,22.0,-48235093940.0,-55877214781.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,23,(81.204.308.213),(73.457.870.432),,23.0,-81204308213.0,-73457870432.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,488.428.039.467,331.352.377.743,,,488428039467.0,331352377743.0
31,02 > 31,31,Thu nhập khác,24,13.376.093.649,5.340.660.229,,24.0,13376093649.0,5340660229.0
32,02 > 32,32,Chi phí khác,25,(19.112.844.007),(807.284.613),,25.0,-19112844007.0,-807284613.0
40,02 > 40,40,(Lỗ)/lợi nhuận khác,,(5.736.750.358),4.533.375.616,,,-5736750358.0,4533375616.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,482.691.289.109,335.885.753.359,,,482691289109.0,335885753359.0
51,02 > 51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",26,(68.761.169.702),(39.383.918.193),,26.0,-68761169702.0,-39383918193.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,26,(127.581.578),(97.394.817),,26.0,-127581578.0,-97394817.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,413.802.537.829,296.404.440.349,,,413802537829.0,296404440349.0
61,02 > 61,61,Phân bổ cho Cổ đông Công ty,,349.944.708.596,239.706.451.474,,,349944708596.0,239706451474.0
62,02 > 62,62,Phân bổ cho Cổ đông không kiểm soát,,63.857.829.233,56.697.988.875,,,63857829233.0,56697988875.0
70,02 > 70,70,Lãi cơ bản trên cổ phiếu,18(a),5.733,3.913,,,5733.0,3913.0
71,02 > 71,71,Lãi suy giảm trên cổ phiếu,18(b),5.733,3.913,,,5733.0,3913.0
