row_label_raw,row_label_full,col_0,Hoạt độngbốc dỡ containerVND,"Hoạt động chạy lạnh, kiểm dịch, lưu kho, lưu bãi VND",Hoạt độngvận chuyểnVND,KhácVND,Tổng cộngVND,numeric__Hoạt độngbốc dỡ containerVND,"numeric__Hoạt động chạy lạnh, kiểm dịch, lưu kho, lưu bãi VND",numeric__Hoạt độngvận chuyểnVND,numeric__KhácVND,numeric__Tổng cộngVND
Tổng thu nhập của bộ phận,Tổng thu nhập của bộ phận,Tổng thu nhập của bộ phận,1.083.833.106.273(878.489.076.401),193.188.338.572(156.586.695.997),229.106.547.259(185.699.807.410),182.737.067.901(148.115.532.802),1.688.865.060.005(1.368.891.112.610),,,,,
Tổng chi phí phân bổ,Tổng chi phí phân bổ,Tổng chi phí phân bổ,,,,,,,,,,
Tổng cộng,Tổng chi phí phân bổ > Tổng cộng,Tổng cộng,205.344.029.872,36.601.642.575,43.406.739.849,34.621.535.099,319.973.947.395,205344029872.0,36601642575.0,43406739849.0,34621535099.0,319973947395.0
Doanh thu thuần về hoạt động tài chính,Tổng chi phí phân bổ > Doanh thu thuần về hoạt động tài chính,Doanh thu thuần về hoạt động tài chính,,,,,9.219.180.348,,,,,9219180348.0
Thu nhập khác,Tổng chi phí phân bổ > Thu nhập khác,Thu nhập khác,,,,,4.533.375.616,,,,,4533375616.0
Phân chia lợi nhuận của công ty liên kết,Tổng chi phí phân bổ > Phân chia lợi nhuận của công ty liên kết,Phân chia lợi nhuận của công ty liên kết,,,,,2.159.250.000,,,,,2159250000.0
Thuế TNDN,Tổng chi phí phân bổ > Thuế TNDN,Thuế TNDN,,,,,(39.481.313.010),,,,,-39481313010.0
Lợi nhuận thuần sau thuế TNDN,Tổng chi phí phân bổ > Lợi nhuận thuần sau thuế TNDN,Lợi nhuận thuần sau thuế TNDN,,,,,296.404.440.349,,,,,296404440349.0
