row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
i),i),i),Cung cấp dịch vụ,Cung cấp dịch vụ,Cung cấp dịch vụ,,,
i),i) > i),i),Công ty TNHH Đại lý Vận tải Evergreen (Việt Nam),231.961.383.039,198.495.404.705,,231961383039.0,198495404705.0
i),i) > i),i),Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,3.615.007.100,49.873.516.600,,3615007100.0,49873516600.0
i),i) > i),i),Công ty Cổ phần Logistics Đà Nẵng,-,3.161.001.956,,,3161001956.0
i),i) > i),i),Công ty TNHH Tuyến Container T.S. Hà Nội,33.342.303.820,29.459.294.089,,33342303820.0,29459294089.0
i),i) > i),i),,268.918.693.959,280.989.217.350,,268918693959.0,280989217350.0
ii),ii),ii),Mua dịch vụ,Mua dịch vụ,Mua dịch vụ,,,
ii),ii) > ii),ii),Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,52.466.168.533,142.327.885.128,,52466168533.0,142327885128.0
ii),ii) > ii),ii),Công ty Cổ phần Logistics Đà Nẵng,-,321.417.917,,,321417917.0
ii),ii) > ii),ii),Công ty TNHH Tuyến Container T.S. Hà Nội,-,15.723.600,,,15723600.0
ii),ii) > ii),ii),,52.466.168.533,142.665.026.645,,52466168533.0,142665026645.0
iii),iii),iii),Chỉ phí hoa hồng,Chỉ phí hoa hồng,Chỉ phí hoa hồng,,,
iii),iii) > iii),iii),Công ty TNHH Đại lý Vận tải Evergreen (Việt Nam),14.692.106.025,12.207.481.350,,14692106025.0,12207481350.0
